Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
1002666,gerrit,10,[1029953],"[1006192, 1011323, 1022687, 1029953]","['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Update version to 3.6.0-SNAPSHOT,closed
1002666,plugins/webhooks,0,[1006192],"[1003883, 1006192, 1011323, 1094198]",[],Merge branch 'stable-3.5',closed
1002666,plugins/delete-project,0,[1003883],"[1003883, 1006192, 1011323, 1094198]",[],Merge branch 'stable-3.5',closed
1010516,gerrit,5191,[1011323],"[1002666, 1003883, 1003935, 1006192, 1011323, 1022687, 1024147, 1029953]","['polygerrit-ui/app/utils/dom-util.ts', 'polygerrit-ui/app/elements/diff/gr-patch-range-select/gr-patch-range-select_test.js', 'plugins/replication', 'polygerrit-ui/app/services/shortcuts/shortcuts-service.ts', 'polygerrit-ui/app/elements/shared/gr-account-list/gr-account-list.ts', 'tools/deps.bzl', 'modules/jgit', 'java/com/google/gerrit/elasticsearch/ElasticQueryBuilder.java', 'polygerrit-ui/app/elements/diff/gr-patch-range-select/gr-patch-range-select.ts', 'polygerrit-ui/app/elements/admin/gr-repo/gr-repo_html.ts', 'polygerrit-ui/app/elements/shared/gr-rest-api-interface/gr-rest-api-interface.ts', 'polygerrit-ui/app/test/test-utils.ts', 'polygerrit-ui/app/elements/shared/gr-tooltip/gr-tooltip_test.ts', 'polygerrit-ui/app/elements/diff/gr-comment-api/gr-comment-api.ts', 'polygerrit-ui/app/elements/change/gr-change-metadata/gr-change-metadata_html.ts', 'WORKSPACE', 'plugins/delete-project', 'plugins/webhooks', 'polygerrit-ui/app/elements/shared/gr-comment-thread/gr-comment-thread.ts', 'polygerrit-ui/app/utils/dom-util_test.ts', 'java/com/google/gerrit/server/account/externalids/ExternalIdFactory.java', 'polygerrit-ui/app/elements/admin/gr-repo-plugin-config/gr-repo-plugin-config.ts', 'java/com/google/gerrit/server/account/externalids/OnlineExternalIdCaseSensivityMigrator.java', 'java/com/google/gerrit/sshd/commands/ExternalIdCaseSensitivityMigrationCommand.java', 'polygerrit-ui/app/elements/admin/gr-repo/gr-repo.ts', 'java/com/google/gerrit/testing/TestLoggingActivator.java', 'java/com/google/gerrit/server/index/change/AllChangesIndexer.java', 'tools/nongoogle.bzl', 'java/com/google/gerrit/sshd/CommandFactoryProvider.java', 'java/com/google/gerrit/sshd/NoShell.java']",Merge branch 'stable-3.5',closed
1011323,gerrit,2,[1003935],"[1003935, 1011323, 1022687, 1085901]",['tools/BUILD'],Demote JavaUtilDate error prone bug pattern to warning severity,closed
1006192,gerrit,2,[1003935],"[1003935, 1006192, 1022687]",['java/com/google/gerrit/server/account/AccountDeactivator.java'],Log the exception that caused the user's deactivation to fail,closed
1011323,gerrit,13,[1003935],"[1003935, 1022687]","['lib/nongoogle_test.sh', 'tools/deps.bzl', 'tools/nongoogle.bzl']",Exempt error-prone-annotations from Library-Compliance,closed
1006192,gerrit-ci-scripts,15,[1004034],"[1004034, 1006192, 1022687, 1065256]","['jenkins/gerrit-bazel-verifier-test.sh', 'jenkins/gerrit-bazel-build.sh']",Disable change validation on RBE,closed
1011323,plugins/replication,2,[1006192],"[1006192, 1094198]",['src/main/java/com/googlesource/gerrit/plugins/replication/ChainedScheduler.java'],Fix FloggerStringConcatenation bug pattern flagged by error prone,closed
1014252,plugins/reviewers,0,[1011323],"[1011323, 1071857, 1094198, 1135623]",[],Merge branch 'stable-3.4' into stable-3.5,closed
1006192,gerrit,33,[1024147],"[1003873, 1006192, 1022687, 1024147, 1026112]","['javatests/com/google/gerrit/elasticsearch/ElasticVersionTest.java', 'java/com/google/gerrit/elasticsearch/ElasticVersion.java', 'javatests/com/google/gerrit/elasticsearch/ElasticContainer.java', 'javatests/com/google/gerrit/acceptance/ssh/ElasticIndexIT.java', 'javatests/com/google/gerrit/acceptance/pgm/ElasticReindexIT.java', 'javatests/com/google/gerrit/elasticsearch/ElasticV7QueryGroupsTest.java', 'javatests/com/google/gerrit/elasticsearch/ElasticV7QueryAccountsTest.java', 'javatests/com/google/gerrit/elasticsearch/ElasticV7QueryProjectsTest.java', 'javatests/com/google/gerrit/elasticsearch/ElasticV7QueryChangesTest.java']",Remove support for vulnerable ES versions,closed
1142356,gitiles,4,"[1105741, 1002666, 1014252]","[1002666, 1014252, 1023148, 1105741, 1142356]","['resources/com/google/gitiles/static/base.css', 'resources/com/google/gitiles/templates/RefList.soy']",Added CSS to wrap ref names correctly,closed
1006192,gerrit-installer,6,[1029953],"[1006192, 1029953]","['macOS/Makefile', 'fpm/Makefile']",Set Gerrit to 3.4.3,closed
1006192,homepage,2,[1029953],"[1006192, 1029953]",['pages/site/releases/3.4.md'],Add missing heading for Gerrit v3.4.3,closed
1006192,gerrit,10,[1029953],"[1006192, 1022687, 1029953]","['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Set version to 3.4.4-SNAPSHOT,closed
1006192,gerrit,20,[1029953],"[1006192, 1022687, 1029953]","['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Merge branch 'stable-3.3' into stable-3.4,closed
1006192,gerrit,10,[1029953],"[1006192, 1022687, 1029953]","['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Set version to 3.4.3,closed
1006192,docker-gerrit,4,[1029953],"[1006192, 1029953]","['centos/8/Dockerfile', 'ubuntu/20/Dockerfile']",Set Gerrit to 3.4.3,closed
1006192,homepage,67,[1029953],"[1006192, 1029953]",['pages/site/releases/3.4.md'],Release notes for Gerrit 3.4.3,closed
1006192,gerrit,10,[1029953],"[1006192, 1022687, 1029953]","['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Set version to 3.3.10-SNAPSHOT,closed
1006192,homepage,69,[1029953],"[1006192, 1029953]",['pages/site/releases/3.3.md'],Release notes for Gerrit 3.3.9,closed
1006192,docker-gerrit,4,[1029953],"[1006192, 1029953]","['centos/8/Dockerfile', 'ubuntu/20/Dockerfile']",Set Gerrit to 3.3.9,closed
1006192,gerrit-installer,6,[1029953],"[1006192, 1029953]","['macOS/Makefile', 'fpm/Makefile']",Set Gerrit to 3.3.9,closed
1006192,gerrit,10,[1029953],"[1006192, 1022687, 1029953]","['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Set version to 3.3.9,closed
1076590,git-repo,30,[1007145],[1007145],"['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Perform CopyAndLinkFiles outside job pool.,new
1076590,git-repo,37,[1007145],[1007145],"['tools/maven/gerrit-plugin-api_pom.xml', 'tools/maven/gerrit-acceptance-framework_pom.xml', 'tools/maven/gerrit-war_pom.xml', 'tools/maven/gerrit-extension-api_pom.xml', 'version.bzl']",Fail repo sync if linkfile directive fails,new
1006192,gerrit,0,[1029953],"[1006192, 1022687, 1029953]",[],Merge branch 'stable-3.3' into stable-3.4,closed
1127770,plugins/gc-conductor,0,[1083195],"[1083195, 1127770, 1140732]",[],Merge branch 'stable-3.1',closed
1127770,plugins/gc-conductor,0,[1083195],"[1083195, 1127770]",[],Merge branch 'stable-3.0' into stable-3.1,closed
1140732,plugins/rate-limiter,0,"[1127770, 1083195]","[1083195, 1094198, 1127770, 1140732]",[],Merge branch 'stable-3.1' into stable-3.2,closed
1127770,plugins/gc-conductor,5,[1083195],"[1083195, 1127770]",['external_plugin_deps.bzl'],Merge branch 'stable-2.16' into stable-3.0,closed
1127770,plugins/gc-conductor,8,[1083195],"[1083195, 1127770]",['external_plugin_deps.bzl'],Merge branch 'stable-2.15' into stable-2.16,closed
1140732,plugins/rate-limiter,0,"[1083195, 1127770]","[1083195, 1094198, 1127770, 1140732]",[],Merge branch 'stable-3.0' into stable-3.1,closed
1127770,plugins/gc-conductor,0,[1083195],"[1083195, 1127770]",[],Merge branch 'stable-2.14' into stable-2.15,closed
1127770,plugins/gc-conductor,8,"[1140732, 1083195]","[1083195, 1127770, 1140732]",['external_plugin_deps.bzl'],"Revert ""Merge branch 'stable-2.14' into stable-2.15""",closed
1025452,gerrit,3,[1006192],"[1004034, 1006192, 1025452]",['java/com/google/gerrit/server/git/GitRepositoryManagerModule.java'],Add possibility to override MultiBaseLocalDiskRepositoryManager,closed
1127770,plugins/gc-conductor,0,[1083195],"[1083195, 1127770, 1140732]",[],Merge branch 'stable-2.14' into stable-2.15,closed
1127770,plugins/gc-conductor,8,"[1140732, 1083195]","[1083195, 1127770, 1140732]",['external_plugin_deps.bzl'],Update log4j2 version to 2.17.0,closed
1006192,modules/git-refs-filter,2,[1072905],"[1006192, 1054778, 1072905]",['src/main/java/com/googlesource/gerrit/modules/gitrefsfilter/ForProjectWrapper.java'],Reduce spamming by lowering to debug the invalid changes,closed
1003873,gerrit,101,"[1003873, 1006192, 1022687, 1003935]","[1003873, 1006192, 1022687, 1003935]",['src/main/java/com/googlesource/gerrit/modules/gitrefsfilter/ForProjectWrapper.java'],Utilize the index batch executor for change reindexing,new
1029953,gerrit,692,[1013302],"[1013302, 1022687, 1029953]","['polygerrit-ui/app/elements/gr-app-element_html.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view.ts', 'polygerrit-ui/app/elements/gr-app-element.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list/gr-change-list.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view_html.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view_test.ts', 'polygerrit-ui/app/BUILD']",Convert gr-change-list-view to lit,closed
1029953,gerrit,536,[1013302],"[1013302, 1022687, 1029953]","['polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view_test.js', 'polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view_test.ts']",Convert gr-change-list-view_test.js to typescript,closed
1029953,gerrit,815,[1013302],"[1013302, 1022687, 1029953]","['polygerrit-ui/app/elements/change-list/gr-change-list/gr-change-list_html.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view.ts', 'polygerrit-ui/app/elements/change-list/gr-dashboard-view/gr-dashboard-view_html.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list/gr-change-list.ts', 'polygerrit-ui/app/elements/change-list/gr-dashboard-view/gr-dashboard-view.ts', 'polygerrit-ui/app/BUILD', 'polygerrit-ui/app/elements/change-list/gr-change-list/gr-change-list_test.ts', 'polygerrit-ui/app/elements/change-list/gr-change-list-view/gr-change-list-view_html.ts']",Convert gr-change-list to lit,closed
1070860,gerrit,138,[1013302],"[1013302, 1022687, 1070860]","['polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element_test.js', 'polygerrit-ui/app/elements/diff/gr-diff/gr-diff.ts', 'polygerrit-ui/app/elements/diff/gr-diff/gr-diff_test.js']",Make prefs and renderPrefs properties,closed
1070860,gerrit,52,[1013302],"[1013302, 1022687, 1070860]","['polygerrit-ui/app/elements/diff/gr-diff/gr-diff-group.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder.ts']",Move line range checking into group,closed
1070860,gerrit,18,[1013302],"[1013302, 1022687, 1070860]","['polygerrit-ui/app/elements/diff/gr-diff/gr-diff-group.ts', 'polygerrit-ui/app/elements/diff/gr-context-controls/gr-context-controls.ts']",Move skip group check to GrDiffGroup,closed
1070860,gerrit,133,[1013302],"[1013302, 1022687, 1070860]","['polygerrit-ui/app/elements/diff/gr-diff/gr-diff_html.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element_test.js', 'polygerrit-ui/app/elements/diff/gr-diff/gr-diff.ts', 'polygerrit-ui/app/elements/diff/gr-diff/gr-diff_test.js', 'plugins/plugin-manager']",Handle diff-context-expanded in gr-diff-builder,closed
1029953,gerrit,30,[1013302],"[1013302, 1022687, 1029953, 1085182]","['polygerrit-ui/app/elements/core/gr-main-header/gr-main-header.ts', 'polygerrit-ui/app/elements/gr-app-element_html.ts', 'polygerrit-ui/app/elements/gr-app-element.ts', 'polygerrit-ui/app/elements/core/gr-smart-search/gr-smart-search.ts']","Remove unused function from gr-main-header, gr-smart-search & gr-app-element",closed
1105741,gerrit,845,"[1004034, 1012732]","[1002666, 1003873, 1003883, 1004034, 1006192, 1012457, 1012732, 1014252, 1022687, 1026112]","['java/com/google/gerrit/server/change/PluginDefinedInfosFactory.java', 'java/com/google/gerrit/server/config/GerritGlobalModule.java', 'java/com/google/gerrit/server/change/PluginDefinedAttributesFactories.java', 'Documentation/dev-plugins.txt', 'java/com/google/gerrit/server/change/ChangeJson.java', 'java/com/google/gerrit/acceptance/AbstractPluginFieldsTest.java', 'java/com/google/gerrit/server/restapi/change/GetChange.java', 'java/com/google/gerrit/server/restapi/change/QueryChanges.java', 'javatests/com/google/gerrit/acceptance/rest/change/PluginFieldsIT.java', 'javatests/com/google/gerrit/acceptance/api/change/PluginFieldsIT.java', 'javatests/com/google/gerrit/acceptance/ssh/PluginChangeFieldsIT.java', 'java/com/google/gerrit/server/query/change/OutputStreamQuery.java', 'java/com/google/gerrit/server/change/ChangePluginDefinedInfoFactory.java', 'java/com/google/gerrit/server/query/change/ChangeQueryProcessor.java', 'java/com/google/gerrit/extensions/common/PluginDefinedInfo.java', 'java/com/google/gerrit/server/change/ChangeAttributeFactory.java']",Allow plugins to provide bulk PluginDefinedInfos in query results,closed
1014252,gerrit-ci-scripts,1,"[1054778, 1111258]","[1014252, 1022687, 1054778, 1065256, 1111258]",['jenkins/gerrit-bazel-plugin-reviewers.yaml'],Build plugin reviewers against stable-3.5,closed
1070860,gerrit,41,[1013302],"[1013302, 1022687]","['polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element_test.js', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder.ts']",Remove unused getSectionsByLineRange(),closed
1105741,plugins/examples,56,"[1143851, 1002666]","[1002666, 1012457, 1105741, 1143851]","['example-changeQueryAttributes/src/main/java/com/googlesource/gerrit/plugins/examples/changequeryattributes/Module.java', 'example-changeQueryAttributes/src/main/java/com/googlesource/gerrit/plugins/examples/changequeryattributes/AttributeFactory.java']",Update example-changeQueryAttributes,closed
1070860,gerrit,93,[1013302],"[1013302, 1022687, 1070860]","['polygerrit-ui/app/elements/diff/gr-context-controls/gr-context-controls_test.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-side-by-side.ts', 'polygerrit-ui/app/elements/diff/gr-context-controls/gr-context-controls.ts', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-unified.ts', 'polygerrit-ui/app/api/diff.ts']",Refactor: Input GrDiffGroup into GrContextControl,closed
1070860,gerrit,335,[1013302],"[1013302, 1022687, 1070860]","['polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-unified_test.js', 'polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element_test.js', 'polygerrit-ui/app/elements/diff/gr-context-controls/gr-context-controls_test.ts', 'polygerrit-ui/app/elements/diff/gr-diff/gr-diff-group.ts', 'polygerrit-ui/app/elements/diff/gr-context-controls/gr-context-controls.ts', 'polygerrit-ui/app/elements/diff/gr-diff-processor/gr-diff-processor.ts', 'polygerrit-ui/app/elements/diff/gr-diff/gr-diff-group_test.js']",Make GrDiffGroup immutable,closed
1007145,git-repo,167,"[1142604, 1023901]","[1007145, 1023901, 1087307, 1142604]","['tests/test_project.py', 'project.py']",project: migrate worktree .git/ dirs to symlinks,closed
1003935,gerrit,4,[1006192],"[1006192, 1022687, 1085901]",['tools/nongoogle.bzl'],Upgrade flogger to 0.7.4 which upgraded log4j2 due to CVE-2021-44228,closed
1072905,modules/cache-chroniclemap,52,[1006192],"[1006192, 1022687, 1025452, 1054778, 1072905, 1083454]","['src/main/java/com/googlesource/gerrit/modules/cache/chroniclemap/ChronicleMapCacheImpl.java', 'src/main/resources/Documentation/metrics.md', 'src/test/java/com/googlesource/gerrit/modules/cache/chroniclemap/ChronicleMapCacheTest.java']",Expose max auto resizes metric,closed
1029953,gerrit,1,[1013302],"[1013302, 1022687, 1029953]",['polygerrit-ui/app/elements/admin/gr-plugin-list/gr-plugin-list_test.ts'],Stop importing lodash in gr-plugin-list,closed
1002666,gerrit,46,[1004034],"[1003883, 1003935, 1004034, 1006192, 1022687, 1026112, 1139611]","['java/com/google/gerrit/sshd/CommandFactoryProvider.java', 'tools/deps.bzl', 'modules/jgit', 'java/com/google/gerrit/sshd/NoShell.java', 'tools/nongoogle.bzl']",Update JGit to 35713588f,closed
1088175,plugins/scripting/scala-provider,0,[1088175],[1088175],"['java/com/google/gerrit/sshd/CommandFactoryProvider.java', 'tools/deps.bzl', 'modules/jgit', 'java/com/google/gerrit/sshd/NoShell.java', 'tools/nongoogle.bzl']",Edit Repo Config,new
1054778,gerrit-ci-scripts,3,"[1006192, 1065256, 1111258, 1025452]","[1006192, 1022687, 1025452, 1065256, 1072905, 1083454, 1111258]",['jenkins/gerrit-bazel-plugin-its-template.yaml'],Remove java8-specific overrides for its-* plugins,closed
1054778,gerrit-ci-scripts,1,"[1006192, 1111258, 1025452]","[1006192, 1022687, 1025452, 1054778, 1111258]",['jenkins/gerrit-bazel-plugin-its-jira.yaml'],Build its-jira against stable-3.5,closed
1127770,plugins/gc-conductor,8,[1083195],"[1083195, 1127770]",['external_plugin_deps.bzl'],Update log4j2 version to 2.16.0 to fix CVE-2021-44228,closed
1105741,gerrit,7,[1010013],"[1010013, 1022687, 1105741]","['polygerrit-ui/app/elements/diff/gr-diff-builder/gr-diff-builder-element.ts', 'plugins/replication', 'plugins/gitiles']",Merge branch 'stable-3.4' into 'stable-3.5',closed
1105741,plugins/gitiles,0,[1010013],"[1010013, 1094198, 1105741]",[],Merge branch 'stable-3.4' into 'master',closed
