Author;Project/Subproject;Reviewer;Change_Size;File Info;Subject;Closed At;status
47848;Shopify/response_bank;1284;2;['LICENSE.txt', 'README.md', 'cacheable.gemspec', 'Gemfile.lock', 'README.md', '.travis.yml', 'Gemfile', 'Gemfile.lock', 'README.md', 'cacheable.gemspec', 'gemfiles/actionpack-5-0.gemfile', 'gemfiles/actionpack-5-1.gemfile', 'gemfiles/actionpack-5-2.gemfile', '.github/CODEOWNERS', 'gemfiles/actionpack-5-2.gemfile', 'cacheable.gemspec'];Shopify/response_bank;2019-12-12T16:46:44Z;closed
47848;Shopify/response_bank;1284;12;['cacheable.gemspec', 'test/test_helper.rb', 'lib/cacheable.rb', 'test/middleware_test.rb', 'test/response_cache_handler_test.rb', 'test/response_cache_handler_test.rb', 'test/middleware_test.rb', 'cacheable.gemspec', 'test/cacheable_test.rb', 'test/controller_test.rb', 'test/middleware_test.rb', 'test/rails_integration_test.rb', 'test/response_cache_handler_test.rb'];Shopify/response_bank;2019-12-04T13:57:16Z;closed
6457510;Shopify/response_bank;1284;1;['lib/cacheable.rb'];Shopify/response_bank;2019-10-30T14:53:54Z;closed
341094;Shopify/response_bank;1284;1;['cacheable.gemspec'];Shopify/response_bank;2019-10-29T18:31:49Z;closed
954402;Shopify/liquid;984857;1;['_config.yml'];Shopify/liquid;2021-03-17T07:44:19Z;closed
954402;Shopify/liquid;984857;249;['.github/workflows/docs.yml', '.travis.yml', '.github/workflows/docs.yml', 'Gemfile.lock'];Shopify/liquid;2021-03-16T21:37:44Z;closed
38738916;Shopify/active_fulfillment;647711;5;['CHANGELOG.md', 'lib/active_fulfillment/version.rb'];Shopify/active_fulfillment;2020-09-11T20:50:55Z;closed
38738916;Shopify/active_fulfillment;8840965;5;['CHANGELOG.md', 'lib/active_fulfillment/version.rb'];Shopify/active_fulfillment;2020-09-11T20:50:55Z;closed
38738916;Shopify/active_fulfillment;647711;2;['lib/active_fulfillment/services/shopify_api.rb', 'test/unit/services/shopify_api_test.rb', 'test/unit/services/shopify_api_test.rb'];Shopify/active_fulfillment;2020-09-11T17:37:29Z;closed
38738916;Shopify/active_fulfillment;6445035;2;['lib/active_fulfillment/services/shopify_api.rb', 'test/unit/services/shopify_api_test.rb', 'test/unit/services/shopify_api_test.rb'];Shopify/active_fulfillment;2020-09-11T17:37:29Z;closed
30062;Shopify/active_fulfillment;1443776;17;['CHANGELOG.md', 'dev.yml', 'lib/active_fulfillment/services/amazon_mws.rb', 'lib/active_fulfillment/version.rb', 'test/unit/services/amazon_mws_test.rb'];Shopify/active_fulfillment;2019-12-20T16:11:41Z;closed
30062;Shopify/active_fulfillment;4521864;17;['CHANGELOG.md', 'dev.yml', 'lib/active_fulfillment/services/amazon_mws.rb', 'lib/active_fulfillment/version.rb', 'test/unit/services/amazon_mws_test.rb'];Shopify/active_fulfillment;2019-12-20T16:11:41Z;closed
8122246;Shopify/active_fulfillment;344839;24;['gemfiles/activesupport32.gemfile', 'gemfiles/activesupport32_nokogiri_17.gemfile', 'gemfiles/activesupport40.gemfile', 'gemfiles/activesupport40_nokogiri_17.gemfile', 'gemfiles/activesupport41.gemfile', 'gemfiles/activesupport41_nokogiri_17.gemfile', '.rubocop.yml', '.travis.yml', 'active_fulfillment.gemspec', 'gemfiles/activesupport51.gemfile', 'gemfiles/activesupport52.gemfile', 'gemfiles/activesupport_master.gemfile'];Shopify/active_fulfillment;2018-11-30T11:37:19Z;closed
8122246;Shopify/active_fulfillment;4521864;24;['gemfiles/activesupport32.gemfile', 'gemfiles/activesupport32_nokogiri_17.gemfile', 'gemfiles/activesupport40.gemfile', 'gemfiles/activesupport40_nokogiri_17.gemfile', 'gemfiles/activesupport41.gemfile', 'gemfiles/activesupport41_nokogiri_17.gemfile', '.rubocop.yml', '.travis.yml', 'active_fulfillment.gemspec', 'gemfiles/activesupport51.gemfile', 'gemfiles/activesupport52.gemfile', 'gemfiles/activesupport_master.gemfile'];Shopify/active_fulfillment;2018-11-30T11:37:19Z;closed
30062;Shopify/active_fulfillment;647711;49;['lib/active_fulfillment/services/amazon_mws.rb', 'test/unit/services/amazon_mws_test.rb'];Shopify/active_fulfillment;2018-11-05T16:27:43Z;closed
344839;Shopify/active_fulfillment;647711;2;['.github/probots.yml'];Shopify/active_fulfillment;2018-11-06T22:23:37Z;closed
20841359;Shopify/active_fulfillment;30062;9;['lib/active_fulfillment/services/amazon_mws.rb', 'test/unit/services/amazon_mws_test.rb'];Shopify/active_fulfillment;2018-06-04T17:32:13Z;closed
20841359;Shopify/active_fulfillment;76227;9;['lib/active_fulfillment/services/amazon_mws.rb', 'test/unit/services/amazon_mws_test.rb'];Shopify/active_fulfillment;2018-06-04T17:32:13Z;closed
165929;Shopify/active_fulfillment;23665;11;['test/unit/services/amazon_mws_test.rb'];Shopify/active_fulfillment;2017-08-17T16:32:31Z;closed
165929;Shopify/active_fulfillment;15870;12;['lib/active_fulfillment/services/amazon_mws.rb', 'test/unit/services/amazon_mws_test.rb', 'CHANGELOG.md', 'lib/active_fulfillment/version.rb'];Shopify/active_fulfillment;2017-07-21T18:50:08Z;closed
165929;Shopify/active_fulfillment;207902;12;['lib/active_fulfillment/services/amazon_mws.rb', 'test/unit/services/amazon_mws_test.rb', 'CHANGELOG.md', 'lib/active_fulfillment/version.rb'];Shopify/active_fulfillment;2017-07-21T18:50:08Z;closed
8122246;Shopify/active_fulfillment;84159;12;['.travis.yml', 'active_fulfillment.gemspec', 'gemfiles/activesupport51.gemfile'];Shopify/active_fulfillment;2017-05-17T20:36:37Z;closed
26002;Shopify/active_fulfillment;1266229;5;['CHANGELOG.md', 'lib/active_fulfillment/version.rb'];Shopify/active_fulfillment;2017-03-11T00:32:42Z;closed
26002;Shopify/active_fulfillment;4230682;5;['CHANGELOG.md', 'lib/active_fulfillment/version.rb'];Shopify/active_fulfillment;2017-03-11T00:32:42Z;closed
26002;Shopify/active_fulfillment;4230682;4;['active_fulfillment.gemspec', 'gemfiles/activesupport50.gemfile'];Shopify/active_fulfillment;2017-03-11T00:18:51Z;closed
839922;Shopify/shopify_app;3595866;46;['lib/shopify_app.rb', 'lib/shopify_app/engine.rb', 'lib/shopify_app/middleware/app_bridge_middleware.rb', 'test/shopify_app/middleware/app_bridge_middleware_test.rb'];Shopify/shopify_app;2022-01-07T17:49:47Z;closed
20975702;Shopify/shopify_app;2715613;8;['Gemfile.lock', 'shopify_app.gemspec', 'test/controllers/sessions_controller_test.rb'];Shopify/shopify_app;2021-11-04T20:18:14Z;closed
80535592;Shopify/shopify_app;13400;2;['Gemfile.lock'];Shopify/shopify_app;2021-08-03T13:54:36Z;closed
13038454;Shopify/shopify_app;60748788;1;['README.md'];Shopify/shopify_app;2021-05-26T20:23:14Z;closed
31014;Shopify/shopify_app;746519;2;['app/assets/javascripts/shopify_app/post_redirect.js', 'app/views/shopify_app/shared/post_redirect_to_auth_shopify.html.erb', 'lib/shopify_app/engine.rb', 'CHANGELOG.md', 'CHANGELOG.md', 'service.yml'];Shopify/shopify_app;2021-05-07T18:10:23Z;closed
31014;Shopify/shopify_app;60748788;2;['app/assets/javascripts/shopify_app/post_redirect.js', 'app/views/shopify_app/shared/post_redirect_to_auth_shopify.html.erb', 'lib/shopify_app/engine.rb', 'CHANGELOG.md', 'CHANGELOG.md', 'service.yml'];Shopify/shopify_app;2021-05-07T18:10:23Z;closed
60748788;Shopify/shopify_app;64600052;10;['CHANGELOG.md', 'Gemfile.lock', 'lib/shopify_app/version.rb', 'package.json'];Shopify/shopify_app;2021-05-03T21:27:50Z;closed
60748788;Shopify/shopify_app;19682;22;['lib/generators/shopify_app/home_controller/templates/home_controller.rb', 'lib/shopify_app/controller_concerns/login_protection.rb', 'test/controllers/callback_controller_test.rb'];Shopify/shopify_app;2021-04-30T15:13:03Z;closed
31014;Shopify/shopify_app;746519;30;['CHANGELOG.md', 'Gemfile.lock', 'shopify_app.gemspec', 'CHANGELOG.md', 'Gemfile.lock', 'app/assets/javascripts/shopify_app/post_redirect.js', 'app/controllers/shopify_app/sessions_controller.rb', 'app/views/shopify_app/shared/post_redirect_to_auth_shopify.html.erb', 'lib/shopify_app/engine.rb', 'shopify_app.gemspec', 'test/controllers/sessions_controller_test.rb', 'CHANGELOG.md', 'Gemfile.lock', 'app/assets/javascripts/shopify_app/post_redirect.js', 'app/views/shopify_app/shared/post_redirect_to_auth_shopify.html.erb', 'lib/shopify_app.rb', 'lib/shopify_app/engine.rb', 'shopify_app.gemspec', 'test/shopify_app/session/jwt_test.rb'];Shopify/shopify_app;2021-05-03T18:17:15Z;closed
13038454;Shopify/shopify_api;19682;73;['lib/shopify_api/session.rb', 'test/session_test.rb'];Shopify/shopify_api;2021-02-24T20:22:09Z;closed
60748788;Shopify/shopify_api;463193;213;['lib/shopify_api.rb', 'lib/shopify_api/api_access.rb', 'lib/shopify_api/session.rb', 'test/api_access_test.rb'];Shopify/shopify_api;2021-01-27T16:00:59Z;closed
60748788;Shopify/shopify_api;7609117;213;['lib/shopify_api.rb', 'lib/shopify_api/api_access.rb', 'lib/shopify_api/session.rb', 'test/api_access_test.rb'];Shopify/shopify_api;2021-01-27T16:00:59Z;closed
3770220;Shopify/asset_cloud;121782;6;['History.md', 'asset_cloud.gemspec'];Shopify/asset_cloud;2020-06-16T15:25:38Z;closed
13400;Shopify/asset_cloud;30087610;7;['README.rdoc'];Shopify/asset_cloud;2020-06-18T18:37:25Z;closed
13400;Shopify/asset_cloud;463193;12;['README.rdoc'];Shopify/asset_cloud;2020-05-26T13:21:32Z;closed
13400;Shopify/asset_cloud;19192189;6;['History.md', 'asset_cloud.gemspec'];Shopify/asset_cloud;2020-05-22T20:01:42Z;closed
13400;Shopify/asset_cloud;30087610;6;['History.md', 'asset_cloud.gemspec'];Shopify/asset_cloud;2020-05-22T20:01:42Z;closed
19192189;Shopify/asset_cloud;3535;41;['.travis.yml', 'lib/asset_cloud/buckets/gcs_bucket.rb', 'spec/gcs_bucket_spec.rb'];Shopify/asset_cloud;2020-05-26T10:46:12Z;closed
19192189;Shopify/asset_cloud;47848;41;['.travis.yml', 'lib/asset_cloud/buckets/gcs_bucket.rb', 'spec/gcs_bucket_spec.rb'];Shopify/asset_cloud;2020-05-26T10:46:12Z;closed
13400;Shopify/asset_cloud;19192189;69;['.rubocop_todo.yml', 'History.md', 'README.rdoc', 'lib/asset_cloud/asset.rb', 'lib/asset_cloud/metadata.rb', 'spec/asset_cloud/metadata_spec.rb'];Shopify/asset_cloud;2020-05-22T16:50:01Z;closed
19192189;Shopify/asset_cloud;3535;9;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'spec/base_spec.rb'];Shopify/asset_cloud;2020-04-06T14:58:24Z;closed
19192189;Shopify/asset_cloud;47848;9;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'spec/base_spec.rb'];Shopify/asset_cloud;2020-04-06T14:58:24Z;closed
19192189;Shopify/asset_cloud;5659685;9;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'spec/base_spec.rb'];Shopify/asset_cloud;2020-04-06T14:58:24Z;closed
19192189;Shopify/asset_cloud;5751476;9;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'spec/base_spec.rb'];Shopify/asset_cloud;2020-04-06T14:58:24Z;closed
19192189;Shopify/asset_cloud;47848;4;['lib/asset_cloud/base.rb', 'spec/base_spec.rb'];Shopify/asset_cloud;2020-04-03T13:49:35Z;closed
19192189;Shopify/asset_cloud;5659685;4;['lib/asset_cloud/base.rb', 'spec/base_spec.rb'];Shopify/asset_cloud;2020-04-03T13:49:35Z;closed
19192189;Shopify/asset_cloud;7451862;6;['asset_cloud.gemspec', 'lib/asset_cloud.rb', 'lib/asset_cloud/base.rb'];Shopify/asset_cloud;2020-04-03T07:59:47Z;closed
59698186;Shopify/asset_cloud;3213506;8;['lib/asset_cloud/asset.rb', 'spec/asset_spec.rb', 'lib/asset_cloud/asset.rb', 'lib/asset_cloud/asset.rb', 'spec/asset_spec.rb'];Shopify/asset_cloud;2020-02-20T18:22:05Z;closed
59698186;Shopify/asset_cloud;4105421;8;['lib/asset_cloud/asset.rb', 'spec/asset_spec.rb', 'lib/asset_cloud/asset.rb', 'lib/asset_cloud/asset.rb', 'spec/asset_spec.rb'];Shopify/asset_cloud;2020-02-20T18:22:05Z;closed
59698186;Shopify/asset_cloud;10181941;8;['lib/asset_cloud/asset.rb', 'spec/asset_spec.rb', 'lib/asset_cloud/asset.rb', 'lib/asset_cloud/asset.rb', 'spec/asset_spec.rb'];Shopify/asset_cloud;2020-02-20T18:22:05Z;closed
5659685;Shopify/asset_cloud;76880;18;['Gemfile', 'README.rdoc', 'lib/asset_cloud.rb', 'lib/asset_cloud/buckets/gcs_bucket.rb', 'spec/gcs_bucket_remote_spec.rb', 'spec/gcs_bucket_spec.rb', 'spec/spec_helper.rb', 'lib/asset_cloud/buckets/gcs_bucket.rb'];Shopify/asset_cloud;2019-09-30T18:18:28Z;closed
5659685;Shopify/asset_cloud;318850;18;['Gemfile', 'README.rdoc', 'lib/asset_cloud.rb', 'lib/asset_cloud/buckets/gcs_bucket.rb', 'spec/gcs_bucket_remote_spec.rb', 'spec/gcs_bucket_spec.rb', 'spec/spec_helper.rb', 'lib/asset_cloud/buckets/gcs_bucket.rb'];Shopify/asset_cloud;2019-09-30T18:18:28Z;closed
19192189;Shopify/asset_cloud;8122246;28;['lib/asset_cloud/callbacks.rb', 'lib/asset_cloud/validations.rb'];Shopify/asset_cloud;2019-07-08T11:47:58Z;closed
19192189;Shopify/asset_cloud;47848;26;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'lib/asset_cloud/callbacks.rb'];Shopify/asset_cloud;2019-07-05T14:51:23Z;closed
19192189;Shopify/asset_cloud;344839;26;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'lib/asset_cloud/callbacks.rb'];Shopify/asset_cloud;2019-07-05T14:51:23Z;closed
19192189;Shopify/asset_cloud;22572468;26;['asset_cloud.gemspec', 'lib/asset_cloud/base.rb', 'lib/asset_cloud/callbacks.rb'];Shopify/asset_cloud;2019-07-05T14:51:23Z;closed
22572468;Shopify/asset_cloud;2488265;145;['.rubocop.yml', 'Gemfile', 'README.rdoc', 'lib/asset_cloud.rb', 'lib/asset_cloud/buckets/gcs_bucket.rb', 'spec/files/stuff/test_img/shopify_logo.png', 'spec/remote_gcs_bucket_spec.rb', 'spec/spec_helper.rb'];Shopify/asset_cloud;2019-03-01T20:00:10Z;closed
19192189;Shopify/money;47848;21;['lib/money/money.rb', 'spec/money_spec.rb'];Shopify/money;2021-12-16T14:42:25Z;closed
2072644;Shopify/money;311279;39;['lib/money/money.rb', 'spec/money_spec.rb'];Shopify/money;2021-11-12T14:49:42Z;closed
2072644;Shopify/money;6108341;39;['lib/money/money.rb', 'spec/money_spec.rb'];Shopify/money;2021-11-12T14:49:42Z;closed
311279;Shopify/money;100357;11;['README.md', 'lib/money/money.rb', 'spec/money_spec.rb', 'README.md', 'lib/money.rb', 'lib/money/config.rb', 'lib/money/money.rb', 'spec/config_spec.rb', 'spec/money_spec.rb', 'README.md', 'UPGRADING.md', 'README.md', 'UPGRADING.md', 'lib/money/config.rb', 'lib/money/helpers.rb', 'lib/money/money.rb', 'lib/money/money_parser.rb', 'lib/money_column/active_record_hooks.rb', 'spec/accounting_money_parser_spec.rb', 'spec/config_spec.rb', 'spec/helpers_spec.rb', 'spec/money_column_spec.rb', 'spec/money_parser_spec.rb', 'spec/money_spec.rb', 'spec/spec_helper.rb', 'lib/money/version.rb', 'UPGRADING.md', 'lib/money/config.rb', 'lib/money/helpers.rb', 'lib/money/money.rb', 'lib/money/money_parser.rb', 'lib/money_column/active_record_hooks.rb', 'spec/accounting_money_parser_spec.rb', 'spec/config_spec.rb', 'spec/helpers_spec.rb', 'spec/money_column_spec.rb', 'spec/money_parser_spec.rb', 'spec/money_spec.rb', 'spec/spec_helper.rb', 'lib/money/money.rb', 'spec/money_spec.rb', 'lib/money/money.rb', 'lib/money_column/active_record_hooks.rb'];Shopify/money;2021-04-20T14:23:10Z;closed
660706;Shopify/money;4867;35;['lib/money/money.rb', 'spec/money_spec.rb'];Shopify/money;2020-10-16T15:03:35Z;closed
660706;Shopify/money;38287619;35;['lib/money/money.rb', 'spec/money_spec.rb'];Shopify/money;2020-10-16T15:03:35Z;closed
311279;Shopify/money;496367;8;['README.md'];Shopify/money;2021-03-17T17:10:02Z;closed
38287619;Shopify/money;311279;3;['config/currency_historic.yml', 'config/currency_iso.yml', 'config/currency_non_iso.yml', 'config/currency_iso.yml', 'config/currency_iso.yml'];Shopify/money;2020-08-20T20:51:26Z;closed
38287619;Shopify/money;496367;3;['config/currency_historic.yml', 'config/currency_iso.yml', 'config/currency_non_iso.yml', 'config/currency_iso.yml', 'config/currency_iso.yml'];Shopify/money;2020-08-20T20:51:26Z;closed
19192189;Shopify/money;47848;5775;['config/currency_historic.json', 'config/currency_historic.yml', 'config/currency_iso.json', 'config/currency_iso.yml', 'config/currency_non_iso.json', 'config/currency_non_iso.yml', 'lib/money/currency/loader.rb'];Shopify/money;2020-07-20T13:08:28Z;closed
19192189;Shopify/money;8122246;5775;['config/currency_historic.json', 'config/currency_historic.yml', 'config/currency_iso.json', 'config/currency_iso.yml', 'config/currency_non_iso.json', 'config/currency_non_iso.yml', 'lib/money/currency/loader.rb'];Shopify/money;2020-07-20T13:08:28Z;closed
19192189;Shopify/money;3535;4;['lib/money/money.rb'];Shopify/money;2020-05-29T10:55:08Z;closed
19192189;Shopify/money;47848;4;['lib/money/money.rb'];Shopify/money;2020-05-29T10:55:08Z;closed
19192189;Shopify/money;496367;4;['lib/money/money.rb'];Shopify/money;2020-05-29T10:55:08Z;closed
496367;Shopify/money;7048758;170;['Gemfile', 'README.md', 'lib/money.rb', 'lib/rubocop/cop/money.rb', 'lib/rubocop/cop/money/missing_currency.rb', 'spec/rubocop/cop/money/missing_currency_spec.rb', 'spec/rubocop_helper.rb'];Shopify/money;2020-04-07T14:08:07Z;closed
71146150;Shopify/statsd-instrument;19192189;14;['benchmark/send-metrics-to-dev-null-log', 'benchmark/send-metrics-to-local-udp-receiver', 'lib/statsd/instrument/rubocop.rb'];Shopify/statsd-instrument;2021-08-30T19:07:32Z;closed
71146150;Shopify/statsd-instrument;13060190;30;['lib/statsd/instrument/assertions.rb', 'lib/statsd/instrument/expectation.rb', 'test/assertions_test.rb', 'test/statsd_instrumentation_test.rb'];Shopify/statsd-instrument;2021-09-02T14:33:19Z;closed
19192189;Shopify/statsd-instrument;5864726;33;['lib/statsd/instrument/batched_udp_sink.rb', 'test/udp_sink_test.rb'];Shopify/statsd-instrument;2021-04-12T10:23:20Z;closed
19192189;Shopify/statsd-instrument;954402;189;['lib/statsd/instrument/batched_udp_sink.rb', 'test/udp_sink_test.rb'];Shopify/statsd-instrument;2021-04-09T10:29:14Z;closed
15870;Shopify/statsd-instrument;954402;10;['lib/statsd/instrument/batched_udp_sink.rb'];Shopify/statsd-instrument;2021-04-09T09:30:50Z;closed
15870;Shopify/statsd-instrument;954402;82;['.github/workflows/lint.yml', '.github/workflows/tests.yml', '.rubocop.yml', 'lib/statsd/instrument.rb', 'test/assertions_test.rb'];Shopify/statsd-instrument;2021-04-09T09:38:09Z;closed
16616777;Shopify/statsd-instrument;15870;4;['lib/statsd/instrument.rb', 'test/statsd_instrumentation_builder_test.rb', 'lib/statsd/instrument.rb', 'test/statsd_instrumentation_builder_test.rb', 'test/statsd_instrument_builder_test.rb', 'lib/statsd/instrument.rb', 'lib/statsd/instrument.rb', 'CHANGELOG.md', 'CHANGELOG.md', 'lib/statsd/instrument.rb', 'test/statsd_instrument_builder_test.rb', 'test/statsd_instrument_builder_test.rb', 'test/statsd_instrument_builder_test.rb', 'README.md', 'lib/statsd/instrument.rb'];Shopify/statsd-instrument;2020-10-20T13:47:47Z;closed
1921706;Shopify/statsd-instrument;15870;2;['README.md'];Shopify/statsd-instrument;2020-07-08T09:46:37Z;closed
15870;Shopify/statsd-instrument;60748655;36;['lib/statsd/instrument/expectation.rb', 'test/assertions_test.rb'];Shopify/statsd-instrument;2020-06-29T11:55:07Z;closed
15870;Shopify/statsd-instrument;341094;2;['test/helpers/rubocop_helper.rb', '.github/workflows/ci.yml', '.rubocop.yml'];Shopify/statsd-instrument;2020-04-21T10:31:19Z;closed
15870;Shopify/statsd-instrument;379;2;['lib/statsd/instrument/assertions.rb', 'lib/statsd/instrument/matchers.rb', 'lib/statsd/instrument/client.rb'];Shopify/statsd-instrument;2020-04-13T16:15:01Z;closed
228601;Shopify/active_utils;26002;6;['lib/active_utils/connection.rb', 'lib/active_utils/posts_data.rb', 'test/unit/posts_data_test.rb', 'CHANGELOG.md', 'lib/active_utils/version.rb'];Shopify/active_utils;2021-11-08T17:34:35Z;closed
4867;Shopify/active_utils;38287619;4;['lib/active_utils/country.rb', 'test/unit/country_test.rb'];Shopify/active_utils;2020-08-25T16:13:08Z;closed
32943094;Shopify/active_utils;632559;2;['lib/active_utils/country.rb', 'test/unit/country_test.rb'];Shopify/active_utils;2018-12-17T15:31:42Z;closed
344839;Shopify/active_utils;6034184;2;['.github/probots.yml'];Shopify/active_utils;2018-11-15T09:52:45Z;closed
6034184;Shopify/active_utils;5099;2951;['lib/active_utils/version.rb', 'lib/certs/cacert.pem'];Shopify/active_utils;2018-07-11T17:04:24Z;closed
6034184;Shopify/active_utils;5099;27;['lib/active_utils/version.rb', 'lib/certs/cacert.pem'];Shopify/active_utils;2018-03-14T19:15:18Z;closed
6034184;Shopify/active_utils;8122246;27;['lib/active_utils/version.rb', 'lib/certs/cacert.pem'];Shopify/active_utils;2018-03-14T19:15:18Z;closed
801405;Shopify/active_utils;22262795;2;['lib/active_utils/country.rb'];Shopify/active_utils;2017-08-15T13:55:45Z;closed
16963265;Shopify/active_utils;150352;5;['CHANGELOG.md', 'lib/active_utils/version.rb'];Shopify/active_utils;2017-06-26T18:08:13Z;closed
16963265;Shopify/active_utils;22262795;14;['lib/active_utils/currency_code.rb'];Shopify/active_utils;2017-06-19T15:26:18Z;closed
26002;Shopify/active_utils;3611823;5;['CHANGELOG.md', 'lib/active_utils/version.rb'];Shopify/active_utils;2017-05-23T17:23:14Z;closed
22262795;Shopify/active_utils;3611823;2;['lib/active_utils/country.rb'];Shopify/active_utils;2017-05-23T14:50:44Z;closed
13038454;Shopify/shopify_python_api;13400;5;['shopify/utils/shop_url.py', 'test/utils/shop_url_test.py'];Shopify/shopify_python_api;2021-03-29T13:38:17Z;closed
13038454;Shopify/shopify_python_api;30154753;5;['shopify/utils/shop_url.py', 'test/utils/shop_url_test.py'];Shopify/shopify_python_api;2021-03-29T13:38:17Z;closed
13038454;Shopify/shopify_python_api;64600052;5;['setup.py', 'CHANGELOG', 'shopify/version.py'];Shopify/shopify_python_api;2021-03-22T15:47:08Z;closed
60748788;Shopify/shopify_python_api;30154753;62;['shopify/api_access.py', 'shopify/session.py', 'test/session_test.py'];Shopify/shopify_python_api;2021-03-19T14:19:45Z;closed
60748788;Shopify/shopify_python_api;40904028;62;['shopify/api_access.py', 'shopify/session.py', 'test/session_test.py'];Shopify/shopify_python_api;2021-03-19T14:19:45Z;closed
13038454;Shopify/shopify_python_api;31014;71;['shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py'];Shopify/shopify_python_api;2021-03-17T14:39:55Z;closed
13038454;Shopify/shopify_python_api;31014;71;['.pre-commit-config.yaml', 'setup.py', 'shopify/utils/__init__.py', 'shopify/utils/exceptions.py', 'shopify/utils/utilities.py', 'test/utils/utilities_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/exceptions.py', 'shopify/utils/utilities.py', 'test/session_token_test.py', 'README.md', 'README.md', 'shopify/session_token.py', 'test/session_token_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py'];Shopify/shopify_python_api;2021-03-17T14:53:08Z;closed
13038454;Shopify/shopify_python_api;463193;71;['.pre-commit-config.yaml', 'setup.py', 'shopify/utils/__init__.py', 'shopify/utils/exceptions.py', 'shopify/utils/utilities.py', 'test/utils/utilities_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/exceptions.py', 'shopify/utils/utilities.py', 'test/session_token_test.py', 'README.md', 'README.md', 'shopify/session_token.py', 'test/session_token_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py'];Shopify/shopify_python_api;2021-03-17T14:53:08Z;closed
13038454;Shopify/shopify_python_api;40904028;71;['.pre-commit-config.yaml', 'setup.py', 'shopify/utils/__init__.py', 'shopify/utils/exceptions.py', 'shopify/utils/utilities.py', 'test/utils/utilities_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/exceptions.py', 'shopify/utils/utilities.py', 'test/session_token_test.py', 'README.md', 'README.md', 'shopify/session_token.py', 'test/session_token_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py', 'shopify/session_token.py', 'shopify/utils/__init__.py', 'shopify/utils/shop_url.py', 'test/utils/shop_url_test.py'];Shopify/shopify_python_api;2021-03-17T14:53:08Z;closed
