Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
1348424,platform/frameworks/libs/net,179,"[1348424, 1757831, 1062513]","[1348424, 1757831, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Move Tether4Key and Tether4Value to common libs,new
1087037,platform/packages/modules/Bluetooth,2,"[1087037, 1757831, 1730162, 1929540, 1121403, 1062513]","[1087037, 1757831, 1730162, 1929540, 1121403, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Move LC3 decoder,new
1143408,platform/frameworks/support,62,"[1757831, 1059880, 1312644, 1062513, 1143408]","[1757831, 1059880, 1312644, 1062513, 1143408]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Better night mode handling,new
1491204,platform/frameworks/av,20,"[1757831, 1003259, 1042638, 1062513]","[1757831, 1003259, 1042638, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",libaudiofoundation: get rid of convertion of device type from mask,new
1491204,platform/frameworks/av,258,"[1757831, 1003259, 1042638, 1062513]","[1757831, 1003259, 1042638, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",AudioPolicy: EngineConfigurable: PFW 64 bits inclusive criterion,new
1491204,platform/frameworks/av,9,"[1757831, 1003259, 1042638, 1062513]","[1757831, 1003259, 1042638, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']","Revert ""AudioPolicy: engineconfigurable: WA to 32bits limit criterion""",new
1491204,platform/hardware/interfaces,3,"[1757831, 1120458, 1003259, 1062513, 1042638]","[1757831, 1120458, 1003259, 1062513, 1042638]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",AudioPolicy Engine: update schema for optional attributes of criterion types,new
1590836,platform/cts,66,[1757831],[1757831],"['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",CEC: Add CTS cect_hf4_8_12_UCPForRcProfileSearchOperand test,new
1886738,platform/packages/services/Telephony,148,"[1757831, 1062513]","[1757831, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",eSIM deprecated API Refactoring,new
1886738,platform/packages/apps/Settings,220,"[1757831, 1062513]","[1757831, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",eSIM deprecated API test Refactoring,new
1886738,platform/packages/apps/Car/Settings,38,"[1757831, 1062513]","[1757831, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",eSIM deprecated API Test Refactoring- Car Settings,new
1886738,platform/frameworks/opt/telephony,185,"[1757831, 1062513]","[1757831, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",SIM deprecated API Refactoring,new
1886738,platform/frameworks/base,981,"[1757831, 1886738, 1062513]","[1757831, 1886738, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",[MEP] eSIM API refactor to support MEP,new
1491204,platform/external/parameter-framework,120,"[1757831, 1003259, 1042638, 1062513, 1000668]","[1757831, 1003259, 1042638, 1062513, 1000668]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Migrate bitfield criterion type to 64bits,new
1886738,platform/cts,166,"[1757831, 1062513]","[1757831, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",UiccPortInfo and SimSlotMapping CTS tests,new
1304263,platform/packages/modules/CaptivePortalLogin,2,"[1757831, 1308473, 1308163, 1288034]","[1757831, 1308473, 1308163, 1288034]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Add some timeout for UI update,new
1304263,platform/packages/modules/CaptivePortalLogin,26,"[1757831, 1308473, 1304263, 1308163, 1062513, 1288034]","[1757831, 1308473, 1304263, 1308163, 1062513, 1288034]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Remove reflection to CaptivePortal,new
1730162,platform/hardware/interfaces,18,"[1087037, 1757831, 1875587, 1085519, 1730162, 1121403, 1120458, 1687135, 1062513]","[1087037, 1757831, 1875587, 1085519, 1730162, 1121403, 1120458, 1687135, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Cleanup: remove LE audio hardware offload supported by openPorvider_2_1,new
1931282,platform/tools/dokka-devsite-plugin,80,"[1757831, 1470382, 1520332, 1062513]","[1757831, 1470382, 1520332, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Provide classpath for integration tests,new
1881060,platform/frameworks/base,14,"[1757831, 1881060, 1003259, 1002682, 1062513]","[1757831, 1881060, 1003259, 1002682, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Add `SystemApi` tag on getLastAudibleStreamVolume,new
1881060,platform/cts,18,"[1757831, 1881060, 1003259, 1002682, 1062513]","[1757831, 1881060, 1003259, 1002682, 1062513]","['Tethering/tests/integration/src/android/net/TetheringTester.java', 'Tethering/tests/integration/src/android/net/EthernetTetheringTest.java']",Add lastAudibleStream in audioManager cts test,new
1087037,platform/packages/modules/Bluetooth,22,[1730162],"[1062513, 1087037, 1121403, 1730162, 1757831, 1929540]",['system/bta/le_audio/devices.cc'],Log presentation delay for the group,closed
1348424,platform/packages/modules/Connectivity,169,"[1348424, 1757831, 1062513]","[1348424, 1757831, 1062513]",['system/bta/le_audio/devices.cc'],Add test for IPv4 UDP forwarding rules in BPF map,new
1368080,platform/frameworks/base,256,[1306837],"[1015428, 1062513, 1306837, 1368080, 1757831]","['packages/ConnectivityT/framework-t/src/android/net/NetworkIdentity.java', 'services/tests/servicestests/src/com/android/server/net/NetworkPolicyManagerServiceTest.java', 'core/tests/coretests/src/android/net/NetworkPolicyTest.kt', 'services/core/java/com/android/server/net/NetworkPolicyManagerService.java', 'packages/ConnectivityT/framework-t/src/android/net/NetworkTemplate.java', 'core/java/android/net/NetworkPolicy.java', 'services/core/java/com/android/server/connectivity/MultipathPolicyTracker.java', 'services/core/java/com/android/server/stats/pull/StatsPullAtomService.java', 'core/java/android/net/NetworkIdentity.java', 'core/java/android/net/NetworkTemplate.java']",wifi data usage: replaced Wi-Fi SSID with a Wi-Fi network key,closed
1368080,platform/packages/modules/Connectivity,322,[1306837],"[1062513, 1306837, 1368080, 1757831]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",wifi data usage: replaced Wi-Fi SSID with a Wi-Fi network key,closed
1356942,platform/tools/test/connectivity,1192,"[1757831, 1932517, 1062513]","[1757831, 1932517, 1062513]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",Moved cellular data related functions to tel_data_utils,new
1590836,platform/cts,122,"[1725686, 1757831, 1551378, 1651020, 1851100, 1062513]","[1725686, 1757831, 1551378, 1651020, 1851100, 1062513]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",CEC: Refactor CEC constants to be consistent with service,new
1068291,platform/cts,84,"[1725686, 1757831, 1551378, 1062513]","[1725686, 1757831, 1551378, 1062513]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",CEC: Test interrupted transition to On,new
1815899,platform/packages/apps/Settings,3,[1757831],[1757831],"['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",Settings: add title for Beam main switch,new
1385042,platform/frameworks/base,60,"[1757831, 1565997, 1306837, 1385042, 1062513]","[1757831, 1565997, 1306837, 1385042, 1062513]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",Replace buildTemplate* with NetworkTemplate.Builder,new
1889860,platform/tools/test/connectivity,16,"[1757831, 1783147, 1370916]","[1757831, 1783147, 1370916]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",Increse the scan tries to 10 to fit the 32ms limitation: b/153093625#comment28,new
1889860,platform/tools/test/connectivity,91,"[1757831, 1388157, 1308504, 1783147, 1370916]","[1757831, 1388157, 1308504, 1783147, 1370916]","['tests/unit/java/com/android/server/net/NetworkStatsServiceTest.java', 'tests/unit/java/android/net/NetworkTemplateTest.kt']",Avoid RPC session broken after call startTethering API,new
1370916,platform/tools/test/connectivity,3,"[1370916, 1783147]","[1062513, 1370916, 1757831, 1783147]",['acts_tests/tests/google/net/ApfCountersTest.py'],Add suspend mode for Apf test,closed
1475857,platform/frameworks/support,36,[1482193],"[1062513, 1475857, 1482193, 1757831]","['camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/Camera2CameraControlDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/EvCompDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/CaptureConfigAdapterDeviceTest.kt']",Add @LabTestOnly on pipe-integration tests,closed
1877110,platform/prebuilts/misc,2,"[1757831, 1869445, 1877110, 1062513]","[1757831, 1869445, 1877110, 1062513]","['camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/Camera2CameraControlDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/EvCompDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/CaptureConfigAdapterDeviceTest.kt']",Update ddmlib prebuilt on 2022-01-03 02:01:48.614922,new
1337669,platform/build,12,"[1757831, 1080813, 1128729, 1002751, 1062513, 1337669]","[1757831, 1080813, 1128729, 1002751, 1062513, 1337669]","['camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/Camera2CameraControlDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/EvCompDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/CaptureConfigAdapterDeviceTest.kt']",Verbose warning message for PRODUCT_INSTALL_DEBUG_POLICY_TO_SYSTEM_EXT,new
1337669,platform/build,25,"[1080813, 1757831, 1002751, 1062513, 1337669]","[1080813, 1757831, 1002751, 1062513, 1337669]","['camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/Camera2CameraControlDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/EvCompDeviceTest.kt', 'camera/camera-camera2-pipe-integration/src/androidTest/java/androidx/camera/camera2/pipe/integration/CaptureConfigAdapterDeviceTest.kt']",Remove GKI_SIGNING args from recovery & debug boot image build rules,new
1337669,platform/system/tools/mkbootimg,51,[1080813],"[1062513, 1080813, 1337669, 1757831]","['Android.bp', 'gki/generate_gki_certificate.py']",Add 'generate_gki_certificate' standalone tool to certify GKI,closed
1068291,platform/cts,59,"[1725686, 1757831, 1551378]","[1725686, 1757831, 1551378]","['Android.bp', 'gki/generate_gki_certificate.py']",CEC: Test interrupted transition to Standby,new
1337669,platform/test/vts-testcase/security,1000,"[1757831, 1080813, 1062513]","[1757831, 1080813, 1062513]","['Android.bp', 'gki/generate_gki_certificate.py']",Move GKI compliance test to its own test fixture,new
1889245,platform/developers/build,2,[1817140],"[1062513, 1757831, 1780441, 1817140, 1889245]",['prebuilts/gradle/RuntimePermissions/Application/src/main/java/com/example/android/system/runtimepermissions/MainActivity.java'],Update language to comply with Android's inclusive language guidance,closed
1387259,platform/frameworks/support,8,"[1757831, 1387259]","[1757831, 1387259]",['prebuilts/gradle/RuntimePermissions/Application/src/main/java/com/example/android/system/runtimepermissions/MainActivity.java'],Bump up camera version to beta01 and then merge extensions and view into core library,new
1143408,platform/frameworks/support,165,"[1366584, 1757831, 1062513]","[1366584, 1757831, 1062513]",['prebuilts/gradle/RuntimePermissions/Application/src/main/java/com/example/android/system/runtimepermissions/MainActivity.java'],Fix insets handling when using OnExitAnimationListener,new
1143408,platform/frameworks/support,324,"[1366584, 1757831, 1062513, 1143408]","[1366584, 1757831, 1062513, 1143408]",['prebuilts/gradle/RuntimePermissions/Application/src/main/java/com/example/android/system/runtimepermissions/MainActivity.java'],Fix systemBar flickering on API 31,new
1472174,platform/cts,18,"[1757831, 1222074, 1902397, 1062513]","[1757831, 1222074, 1902397, 1062513]",['prebuilts/gradle/RuntimePermissions/Application/src/main/java/com/example/android/system/runtimepermissions/MainActivity.java'],"Revert ""Because the B1 string of button1 conflicts with the project name of our project.""",new
1902397,platform/cts,18,[1472174],"[1062513, 1222074, 1472174, 1757831, 1902397]",['tests/accessibilityservice/res/values/strings.xml'],Because the B1 string of button1 conflicts with the project name of our project.,closed
1002682,platform/hardware/libhardware,3,"[1003259, 1042638]","[1002682, 1003259, 1042638, 1062513, 1757831]",['modules/audio_remote_submix/OWNERS'],r_submix: add owners file,closed
1491204,platform/frameworks/av,446,"[1757831, 1003259, 1062513]","[1757831, 1003259, 1062513]",['modules/audio_remote_submix/OWNERS'],[BUG] AudioPolicyManager: prevent patch leak on SwOutput used for bridges,new
1491204,platform/frameworks/av,85,"[1757831, 1003259, 1598908]","[1757831, 1003259, 1598908]",['modules/audio_remote_submix/OWNERS'],[BUG] Do not fallback on music group for orphan streams,new
1491204,platform/frameworks/av,72,"[1757831, 1003259]","[1757831, 1003259]",['modules/audio_remote_submix/OWNERS'],[BUG] AudioPolicy: combo UC: mute may not work,new
1241761,platform/prebuilts/r8,84,[1127078],"[1062513, 1127078, 1241761, 1757831]","['retrace-r8.sh', 'retrace/license.html', 'retrace/README.google', 'METADATA', 'retrace/proguard.jar', 'retrace/retrace.jar']",Use R8-based retracing tools.,closed
1871447,platform/cts,18,"[1018419, 1757831, 1871447, 1002682, 1651020, 1045544, 1062513]","[1018419, 1757831, 1871447, 1002682, 1651020, 1045544, 1062513]","['retrace-r8.sh', 'retrace/license.html', 'retrace/README.google', 'METADATA', 'retrace/proguard.jar', 'retrace/retrace.jar']",RESTRICT AUTOMERGE AudioManagerTest: skip testVolume for TV,new
1132673,platform/system/sepolicy,7,[1291338],"[1060831, 1062513, 1132673, 1291338, 1757831]","['private/virtualizationservice.te', 'private/crosvm.te']",Allow virtualizationservice to check for PKVM extension,closed
1132673,platform/packages/modules/Virtualization,32,[1415877],"[1062513, 1132673, 1380243, 1415877, 1757831]","['virtualizationservice/src/aidl.rs', 'virtualizationservice/Android.bp', 'microdroid/microdroid.json']",Run microdroid in protected mode,closed
1296738,platform/hardware/nxp/secure_element,366,"[1757831, 1328430, 1306902, 1576846, 1355907]","[1757831, 1328430, 1306902, 1576846, 1355907]","['virtualizationservice/src/aidl.rs', 'virtualizationservice/Android.bp', 'microdroid/microdroid.json']",update NXP se hal for SNxxx,new
1125653,kernel/common,0,[1125653],"[1062513, 1125653, 1757831]",[],"Merge 4f3d93c6eaff (""Merge tag 'drm-fixes-2021-12-31' of git://anongit.freedesktop.org/drm/drm"") into android-mainline",closed
1308163,platform/frameworks/base,29,[1757831],[1757831],[],Send VPN_MANAGER_ERROR intent when VPN is deactivated,new
1311067,platform/tools/asuite,488,"[1757831, 1311067, 1308044, 1062513]","[1757831, 1311067, 1308044, 1062513]",[],Atest: merge atest_merged_dep.json on demand,new
1311067,platform/tools/asuite,24,[1757831],[1757831],[],Atest: add explination of _load_module_info_file,new
1890551,platform/prebuilts/bazel/linux-x86_64,21,"[1480888, 1077574, 1514900]","[1480888, 1077574, 1514900]",[],Add genrule to import Bazel binary that will be used by Pesto integration tests,new
1132673,platform/system/libbase,296,"[1757831, 1291338, 1574221, 1003224, 1132673, 1415877, 1064128, 1062513]","[1757831, 1291338, 1574221, 1003224, 1132673, 1415877, 1064128, 1062513]",[],Add OR_RETURN and OR_FATAL macros,new
1132673,platform/frameworks/base,4,"[1757831, 1149384, 1133258, 1132673, 1062513]","[1757831, 1149384, 1133258, 1132673, 1062513]",[],Explicit cast from android::Base::Errno to status_t,new
1132673,platform/frameworks/libs/net,2,"[1000835, 1757831, 1132673, 1062513, 1288034]","[1000835, 1757831, 1132673, 1062513, 1288034]",[],Remove ambiguity when using error().code().,new
1132673,platform/system/libbase,42,"[1757831, 1132673]","[1757831, 1132673]",[],Allow ResultError to not have string error message,new
1132673,platform/system/libbase,26,"[1757831, 1003224, 1132673, 1062513]","[1757831, 1003224, 1132673, 1062513]",[],ASSERT/EXPECT_RESULT_OK follows gtest style.,new
1132673,platform/system/core,203,"[1757831, 1290458, 1120458, 1574221, 1003224, 1132673, 1062513]","[1757831, 1290458, 1120458, 1574221, 1003224, 1132673, 1062513]",[],OR_RETURN supports status_t,new
1308163,platform/frameworks/base,39,"[1757831, 1062513]","[1757831, 1062513]",[],Add a new API startProvisionedVpnProfileSession(),new
1883356,platform/frameworks/support,362,"[1757831, 1062513, 1143408, 1061009]","[1757831, 1062513, 1143408, 1061009]",[],Convert WindowInsetsControllerCompat implementation to depend on a View to align behavior,new
1898059,platform/external/libavc,14174,"[1047003, 1572455]","[1047003, 1572455]",[],Decoder: MVC decoding support added,new
1018090,platform/frameworks/support,4,"[1757831, 1361834, 1344433, 1018090, 1062513]","[1757831, 1361834, 1344433, 1018090, 1062513]",[],Include lazy subpackages for AOT compilation,new
1291338,platform/cts,4,"[1757831, 1863140, 1054468, 1022895, 1062513, 1000701]","[1757831, 1863140, 1054468, 1022895, 1062513, 1000701]",[],Migrate seapp_contexts to Android.bp,new
1875587,platform/cts,23,"[1757831, 1546552, 1730162, 1062513]","[1757831, 1546552, 1730162, 1062513]",[],Add cts test for new added API in BluetoothLeAudioCodecConfig,new
1311067,platform/tools/asuite,43,"[1757831, 1308044, 1311067, 1062513]","[1757831, 1308044, 1311067, 1062513]",[],Atest: use force_build to determine message,new
1877810,platform/manifest,8,[1877810],[1877810],['default.xml'],Pin manifest of main-cg-testing-release,closed
1877810,platform/tools/test/connectivity,0,[1877810],[1877810],[],Snap for 8039788 from 0595e0c9bac564edd6f6b3718a968655c87f4a39 to main-cg-testing-release,closed
1877810,platform/packages/modules/Bluetooth,0,[1877810],[1877810],[],Snap for 8039788 from 111ff202cab2c1cd1ac6df4fcde2abc9c68b2adc to main-cg-testing-release,closed
1877810,platform/test/vts-testcase/security,0,[1877810],[1877810],[],Snap for 8039788 from 1e630ad102a8a8f78d867a6e3fe7232fc0e72d3b to main-cg-testing-release,closed
1877810,platform/build,2,[1877810],"[1062513, 1757831, 1877810]",['core/build_id.mk'],Make change and version bump to AAQ4.220103.001,closed
1364839,platform/frameworks/base,116,"[1757831, 1015428, 1306837, 1062513, 1364839]","[1757831, 1015428, 1306837, 1062513, 1364839]",['core/build_id.mk'],Remove NetworkPolicyManagerInternal from NetworkStatsService,new
1018090,platform/frameworks/support,3,"[1757831, 1060493, 1018090, 1344433, 1062513]","[1757831, 1060493, 1018090, 1344433, 1062513]",['core/build_id.mk'],AOT compilation for M-O RenderNodes and P ViewLayers,new
1684042,kernel/common,9,"[1729538, 1930676, 1157738, 1125653, 1718267, 1930750]","[1729538, 1930676, 1157738, 1125653, 1718267, 1930750]",['core/build_id.mk'],ANDROID: gic: Add vendor hook to GIC,new
1705037,platform/cts,2,"[1757831, 1112679, 1062513, 1031677]","[1757831, 1112679, 1062513, 1031677]",['core/build_id.mk'],SystemMR2Test: Full vol device should be skipped,new
1877810,device/generic/common,0,[1877810],[1877810],[],Snap for 8037650 from 3d8ca6c8ed1eed76443bc7432b0f0280b0b9ffc9 to main-cg-testing-release,closed
1080813,platform/packages/modules/adb,4,"[1757831, 1579231, 1003224, 1062513]","[1757831, 1579231, 1003224, 1062513]",[],adbd: do not allow `adb root` if ro.adb.no_root is True,new
1931555,platform/system/sepolicy,519,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 0f1b55ee24279ad19a714b2e93b8728d8c...""",new
1931555,platform/packages/modules/Bluetooth,266,[1877810],[1877810],[],"Revert ""Snap for 8037650 from c090ca4cab76c1ca54f28c483aaf2ca897...""",new
1931555,platform/prebuilts/asuite,0,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 7f4cb63773d878dd7c5825f93f3279806b...""",new
1931555,platform/packages/modules/Virtualization,2,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 2caa15f3bb2b73c64bcddb00228aa8c0f1...""",new
1931555,platform/frameworks/libs/net,77,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 5de1033a0d8e25b03ce1da55d4d91b2ee9...""",new
1931555,platform/tools/test/connectivity,418,[1877810],[1877810],[],"Revert ""Snap for 8037650 from a596411009428a8d857e292cfe91819a6e...""",new
1931555,platform/external/rust/crates/grpcio-sys,5,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 8a2f224db3429fc900911c1a105388ae0f...""",new
1931555,device/google/gs101-sepolicy,4,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 2fe229352bddee03740ac8382fedd040b6...""",new
1931555,kernel/prebuilts/common-modules/virtual-device/5.15/x86-64,0,[1877810],[1877810],[],"Revert ""Snap for 8037650 from b2a759e1e5cf80d5f7ddb895353f9bcf19...""",new
1931555,platform/system/tools/mkbootimg,98,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 743804f7efcfc5c52a507daa8b7ffd185b...""",new
1931555,platform/system/update_engine,676,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 893b3a1c3d74273ee271d295e19b07739e...""",new
1931555,kernel/prebuilts/common-modules/virtual-device/5.10/x86-64,0,[1877810],[1877810],[],"Revert ""Snap for 8037650 from f0eb19538ecea080a9cb8107a2298e706f...""",new
1931555,platform/external/rust/crates/async-task,11,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 0c32039e6260d29657d60db56d7f0e7492...""",new
1931555,kernel/prebuilts/5.15/x86-64,136066,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 128e8bb7d5997a6592cca3a09c03d0e2f5...""",new
1931555,kernel/prebuilts/5.10/x86-64,50020,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 4e692bf5dadef269f5b1ae0bfdb1b86e18...""",new
1931555,platform/packages/modules/common,1,[1877810],[1877810],[],"Revert ""Snap for 8037650 from e81082ddfee1a21c3908457e8701e81943...""",new
1931555,platform/external/perfetto,2,[1877810],[1877810],[],"Revert ""Snap for 8037650 from e780c370b9272c36eab718bacaa100537f...""",new
1931555,platform/packages/modules/Connectivity,148,[1877810],[1877810],[],"Revert ""Snap for 8037650 from 1065477cd71769a449361cc337308119bc...""",new
