Author;Project/Subproject;Reviewer;Change_Size;File Info;Subject;Closed At;status
3248;nix-community/todomvc-nix;7221768;0;['flake.nix', 'flake.nix', 'devshell.nix', 'devshell.toml', 'nix/database/default.nix', 'nix/database/pgutil.nix', 'nix/haskell-miso/default.nix', 'nix/haskell/default.nix', 'overlay.nix', '.devcontainer/.bash_profile', '.devcontainer/.bashrc', '.devcontainer/Dockerfile', '.devcontainer/devcontainer.json', '.devcontainer/docker-compose.yml', '.gitignore', '.vscode/settings.json', 'flake.lock', 'nix/database/default.nix', 'nix/database/migrate.nix', 'nix/database/pgutil.nix', 'nix/database/sql/deploy/todoschema.sql', 'nix/database/sql/revert/todoschema.sql', 'nix/database/sql/sqitch.conf', 'nix/database/sql/sqitch.plan', 'nix/database/sql/templates/deploy/createtable.tmpl', 'nix/database/sql/templates/revert/createtable.tmpl', 'nix/database/sql/templates/verify/createtable.tmpl', 'nix/database/sql/verify/todoschema.sql', 'nix/default.nix', 'nix/rust/default.nix', 'overlay.nix', 'rust/backend/Cargo.lock', 'rust/backend/Cargo.toml', 'rust/backend/build.rs', 'rust/backend/src/api.rs', 'rust/backend/src/main.rs', 'rust/backend/src/model.rs', 'rust/backend/src/routes.rs', 'rust/backend/src/ructe_tide.rs', 'rust/backend/templates/footer.rs.html', 'rust/backend/templates/header.rs.html', 'rust/backend/templates/index.rs.html', 'rust/backend/templates/not_found.rs.html', 'rust/common/Cargo.lock', 'rust/common/Cargo.toml', 'rust/common/src/lib.rs', 'rust/frontend/Cargo.lock', 'rust/frontend/Cargo.toml', 'rust/frontend/devhtml/README.md', 'rust/frontend/devhtml/index.html', 'rust/frontend/package.json', 'rust/frontend/rollup.dev.js', 'rust/frontend/rollup.release.js', 'rust/frontend/src/app.rs', 'rust/frontend/src/lib.rs', 'rust/frontend/src/routing.rs', 'rust/frontend/src/todo.rs', 'rust/frontend/yarn.lock'];nix-community/todomvc-nix;2020-12-10T23:13:03Z;closed
7221768;nix-community/todomvc-nix;3248;1416;['backend/todobackend-common/src/TodoBackend/Model.hs', 'backend/todobackend-common/src/TodoBackend/Utils.hs', 'flake.lock', 'flake.nix', 'nix/backend/default.nix', 'nix/default.nix', 'nix/frontend/default.nix', 'nix/nixpkgs/default.nix', 'nix/nixpkgs/example-fetchFromGitHub.nix', 'nix/nixpkgs/example-fetchTarball-compat.nix', 'nix/nixpkgs/example-fetchTarball.nix', 'nix/nixpkgs/example-nix-1.nix', 'nix/nixpkgs/nixpkgs-src.json', 'nix/nixpkgs/update', 'shell.nix', 'backend/haskell/.gitignore', 'backend/haskell/README.md', 'backend/haskell/stack.yaml', 'backend/haskell/todobackend-common/LICENSE', 'backend/haskell/todobackend-common/Setup.hs', 'backend/haskell/todobackend-common/default.nix', 'backend/haskell/todobackend-common/src/TodoBackend/Model.hs', 'backend/haskell/todobackend-common/src/TodoBackend/Utils.hs', 'backend/haskell/todobackend-common/todobackend-common.cabal', 'backend/haskell/todobackend-scotty/LICENSE', 'backend/haskell/todobackend-scotty/Setup.hs', 'backend/haskell/todobackend-scotty/default.nix', 'backend/haskell/todobackend-scotty/src/Main.hs', 'backend/haskell/todobackend-scotty/todobackend-scotty.cabal', 'nix/all-packages.nix', 'nix/backend/default.nix', 'nix/backend/haskell.nix', 'nix/backend/todobackend-common.nix', 'nix/backend/todobackend-scotty.nix', 'devshell.toml', 'flake.lock', 'flake.nix', 'nix/all-packages.nix', 'nix/pkgs/default.nix', 'nix/pkgs/rust/default.nix', 'overlay.nix', 'shell.nix', 'README.md', 'db/sqitch.conf', 'db/sqitch.plan', 'devshell.toml', 'flake.nix', 'frontend/javascript/.gitignore', 'frontend/javascript/LICENSE.md', 'frontend/javascript/build', 'frontend/javascript/css/chooser.css', 'frontend/javascript/default.nix', 'frontend/javascript/img/bg.png', 'frontend/javascript/index.html', 'frontend/javascript/js/app.js', 'frontend/javascript/js/collections/todos.js', 'frontend/javascript/js/models/todo.js', 'frontend/javascript/js/routers/router.js', 'frontend/javascript/js/views/app-view.js', 'frontend/javascript/js/views/todo-view.js', 'frontend/javascript/package.json', 'frontend/javascript/readme.md', 'frontend/javascript/yarn.lock', 'nix/pkgs/default.nix', 'nix/pkgs/postgresql/default.nix', 'nix/pkgs/postgresql/pgutil.nix', 'shell.nix', 'db/deploy/todoschema.sql', 'db/revert/todoschema.sql', 'db/sqitch.conf', 'db/sqitch.plan', 'db/templates/deploy/createtable.tmpl', 'db/templates/revert/createtable.tmpl', 'db/templates/verify/createtable.tmpl', 'db/verify/todoschema.sql', 'shell.nix', 'sqitch.conf', 'db/sqitch.conf', 'nix/pkgs/database/default.nix', 'nix/pkgs/database/migrate.nix', 'nix/pkgs/database/pgutil.nix', 'nix/pkgs/database/sql/deploy/todoschema.sql', 'nix/pkgs/database/sql/revert/todoschema.sql', 'nix/pkgs/database/sql/sqitch.conf', 'nix/pkgs/database/sql/sqitch.plan', 'nix/pkgs/database/sql/templates/deploy/createtable.tmpl', 'nix/pkgs/database/sql/templates/revert/createtable.tmpl', 'nix/pkgs/database/sql/templates/verify/createtable.tmpl', 'nix/pkgs/database/sql/verify/todoschema.sql', 'nix/pkgs/default.nix', 'shell.nix', 'sqitch.conf', 'shell.nix', 'backend/rust/Cargo.toml', 'backend/rust/src/main.rs', 'common/rust/Cargo.toml', 'common/rust/src/main.rs', 'frontend/rust/Cargo.toml', 'frontend/rust/src/main.rs', '.gitignore', '.vscode/settings.json', 'backend/rust/Cargo.lock', 'common/rust/Cargo.lock', 'frontend/rust/Cargo.lock', 'backend/rust/Cargo.lock', 'backend/rust/Cargo.toml', 'backend/rust/src/main.rs', 'backend/rust/src/model.rs', 'backend/rust/src/routes.rs', 'common/rust/Cargo.lock', 'common/rust/Cargo.toml', 'flake.nix', 'frontend/rust/Cargo.lock', 'frontend/rust/Cargo.toml', 'nix/pkgs/database/pgutil.nix', 'shell.nix', 'backend/rust/Cargo.lock', 'backend/rust/Cargo.toml', 'backend/rust/build.rs', 'backend/rust/src/api.rs', 'backend/rust/src/main.rs', 'backend/rust/src/model.rs', 'backend/rust/src/routes.rs', 'backend/rust/src/ructe_tide.rs', 'backend/rust/templates/footer.rs.html', 'backend/rust/templates/header.rs.html', 'backend/rust/templates/index.rs.html', 'backend/rust/templates/not_found.rs.html', 'common/rust/Cargo.lock', 'common/rust/Cargo.toml', 'common/rust/src/lib.rs', 'common/rust/src/main.rs', 'frontend/rust/Cargo.lock', 'frontend/rust/Cargo.toml', '.gitignore', 'backend/rust/Cargo.lock', 'backend/rust/Cargo.toml', 'backend/rust/src/api.rs', 'backend/rust/src/main.rs', 'backend/rust/src/model.rs', 'backend/rust/src/routes.rs', 'backend/rust/templates/footer.rs.html', 'backend/rust/templates/header.rs.html', 'common/rust/src/lib.rs', 'frontend/devhtml/README.md', 'frontend/devhtml/index.html', 'frontend/rust/Cargo.lock', 'frontend/rust/Cargo.toml', 'frontend/rust/package.json', 'frontend/rust/rollup.config.js', 'frontend/rust/src/api.rs', 'frontend/rust/src/app.rs', 'frontend/rust/src/lib.rs', 'frontend/rust/src/main.rs', 'frontend/rust/src/routing.rs', 'frontend/rust/src/todo.rs', 'frontend/rust/yarn.lock', 'shell.nix', '.devcontainer/.bash_profile', '.devcontainer/.bashrc', '.devcontainer/Dockerfile', '.devcontainer/devcontainer.json', '.devcontainer/docker-compose.yml', '.gitignore', 'flake.lock', 'flake.nix', 'frontend/devhtml/README.md', 'frontend/rust/Cargo.lock', 'frontend/rust/Cargo.toml', 'frontend/rust/devhtml/README.md', 'frontend/rust/devhtml/index.html', 'frontend/rust/package.json', 'frontend/rust/rollup.dev.js', 'frontend/rust/rollup.release.js', 'frontend/rust/src/lib.rs', 'frontend/rust/yarn.lock', 'nix/all-packages.nix', 'nix/backend/haskell.nix', 'nix/pkgs/rust/default.nix', 'shell.nix', '.devcontainer/Dockerfile', '.gitignore', 'backend/rust/Cargo.lock', 'backend/rust/Cargo.toml', 'backend/rust/src/api.rs', 'backend/rust/src/main.rs', 'backend/rust/src/routes.rs', 'common/rust/src/lib.rs', 'frontend/rust/Cargo.lock', 'frontend/rust/Cargo.toml', 'frontend/rust/package.json', 'frontend/rust/rollup.dev.js', 'frontend/rust/rollup.release.js', 'frontend/rust/src/api.rs', 'frontend/rust/src/app.rs', 'frontend/rust/src/lib.rs', 'frontend/rust/src/routing.rs', 'frontend/rust/src/todo.rs', 'shell.nix', 'backend/rust/src/api.rs', 'backend/rust/src/main.rs', 'backend/rust/src/model.rs', 'backend/rust/src/routes.rs', 'frontend/rust/src/app.rs', 'frontend/rust/src/lib.rs', 'frontend/rust/src/todo.rs', '.vscode/settings.json', 'backend/go/app/config.go', 'backend/go/app/endpoints.go', 'backend/go/app/middleware.go', 'backend/go/app/repository.go', 'backend/go/app/service.go', 'backend/go/app/transport.go', 'backend/go/go.mod', 'backend/go/go.sum', 'backend/go/main.go', 'backend/go/start-dev', 'backend/go/todomvc-go', 'shell.nix', 'backend/haskell/.gitignore', 'backend/haskell/CHANGELOG.md', 'backend/haskell/LICENSE', 'backend/haskell/README.md', 'backend/haskell/Setup.hs', 'backend/haskell/app/Main.hs', 'backend/haskell/cabal.project', 'backend/haskell/cabal.project.freeze', 'backend/haskell/hie.yaml', 'backend/haskell/src/Api.hs', 'backend/haskell/src/Db.hs', 'backend/haskell/src/Model.hs', 'backend/haskell/src/TodoMain.hs', 'backend/haskell/stack.yaml', 'backend/haskell/todo-haskell.cabal', 'flake.lock', 'flake.nix', 'nix/backend/haskell.nix', 'nix/pkgs/database/sql/revert/todoschema.sql', 'nix/pkgs/default.nix', 'nix/pkgs/haskell-nix/default.nix', 'nix/pkgs/haskell/default.nix', 'shell.nix', 'backend/rust/src/main.rs', 'backend/go/app/repository.go', 'backend/go/todomvc-go', 'backend/haskell/src/Api.hs', 'backend/haskell/src/TodoMain.hs', 'backend/haskell/src/Utils.hs', 'backend/haskell/todo-haskell.cabal', 'backend/rust/src/main.rs', 'frontend/rust/src/app.rs', 'backend/haskell/todobackend-common/LICENSE', 'backend/haskell/todobackend-common/Setup.hs', 'backend/haskell/todobackend-common/default.nix', 'backend/haskell/todobackend-common/src/TodoBackend/Model.hs', 'backend/haskell/todobackend-common/src/TodoBackend/Utils.hs', 'backend/haskell/todobackend-common/todobackend-common.cabal', 'backend/haskell/todobackend-scotty/LICENSE', 'backend/haskell/todobackend-scotty/Setup.hs', 'backend/haskell/todobackend-scotty/default.nix', 'backend/haskell/todobackend-scotty/src/Main.hs', 'backend/haskell/todobackend-scotty/todobackend-scotty.cabal', 'nix/backend/default.nix', 'nix/backend/docker.nix', 'nix/backend/haskell.nix', 'nix/backend/todobackend-common.nix', 'nix/backend/todobackend-scotty.nix', 'nix/build-support/fetch-json.nix', 'nix/database/default.nix', 'nix/database/migrate.nix', 'nix/database/pgutil.nix', 'nix/database/sql/deploy/todoschema.sql', 'nix/database/sql/revert/todoschema.sql', 'nix/database/sql/sqitch.conf', 'nix/database/sql/sqitch.plan', 'nix/database/sql/templates/deploy/createtable.tmpl', 'nix/database/sql/templates/revert/createtable.tmpl', 'nix/database/sql/templates/verify/createtable.tmpl', 'nix/database/sql/verify/todoschema.sql', 'nix/default.nix', 'nix/frontend/default.nix', 'nix/frontend/docker.nix', 'nix/haskell-nix/default.nix', 'nix/haskell/default.nix', 'nix/lib/fetchTarball-compat.nix', 'nix/lib/path.nix', 'nix/rust/default.nix', 'nix/scripts/run.nix', 'overlay.nix', 'shell.nix', '.envrc', '.devcontainer/devcontainer.json', '.gitignore', 'backend/haskell/hie.yaml', 'backend/haskell/todo-haskell.cabal', 'shell.nix', 'backend/haskell/src/Api.hs', 'backend/haskell/src/Db.hs', 'shell.nix', 'backend/haskell/hie.yaml', 'backend/haskell/stack.yaml', 'flake.lock', 'flake.nix', 'nix/default.nix', 'nix/haskell-nix/default.nix', 'nix/haskell/default.nix', 'shell.nix', '.gitignore', 'backend/haskell/cabal.project', 'backend/haskell/cabal.project.freeze', 'backend/haskell/src/Db.hs', 'backend/haskell/src/Utils.hs', 'backend/haskell/stack.yaml', 'backend/haskell/todo-haskell.cabal', 'common/haskell/CHANGELOG.md', 'common/haskell/LICENSE', 'common/haskell/lib/Model.hs', 'common/haskell/todo-common.cabal', 'flake.lock', 'flake.nix', 'nix/all-packages.nix', 'nix/default.nix', 'nix/haskell-nix/default.nix', 'nix/haskell/default.nix', 'nix/yarn2nix-src.json', 'overlay.nix', 'shell.nix', 'backend/haskell/cabal.project', 'common/haskell/lib/Api.hs', 'flake.lock', 'flake.nix', 'frontend/haskell/reflex-dom/cabal.project', 'frontend/haskell/reflex-dom/common', 'frontend/haskell/reflex-dom/config/common/example', 'frontend/haskell/reflex-dom/config/common/route', 'frontend/haskell/reflex-dom/config/readme.md', 'frontend/haskell/reflex-dom/default.nix', 'frontend/haskell/reflex-dom/frontend/CHANGELOG.md', 'frontend/haskell/reflex-dom/frontend/LICENSE', 'frontend/haskell/reflex-dom/frontend/frontend.cabal', 'frontend/haskell/reflex-dom/frontend/src-bin/main.hs', 'frontend/haskell/reflex-dom/frontend/src/Frontend.hs', 'nix/default.nix', 'nix/haskell-obelisk/default.nix', 'overlay.nix', 'shell.nix', '.gitignore', '.vscode/settings.json', 'backend/haskell/Setup.hs', 'backend/haskell/cabal.project', 'backend/haskell/stack.yaml', 'backend/haskell/todo-haskell.cabal', 'common/haskell/lib/Model.hs', 'common/haskell/todo-common.cabal', 'flake.lock', 'flake.nix', 'frontend/haskell/miso/.vscode/settings.json', 'frontend/haskell/miso/cabal.project', 'frontend/haskell/miso/hie.yaml', 'frontend/haskell/miso/src-bin/Main.hs', 'frontend/haskell/miso/todo-miso.cabal', 'frontend/haskell/reflex-dom/CHANGELOG.md', 'frontend/haskell/reflex-dom/LICENSE', 'frontend/haskell/reflex-dom/cabal.project', 'frontend/haskell/reflex-dom/common', 'frontend/haskell/reflex-dom/config/common/example', 'frontend/haskell/reflex-dom/config/common/route', 'frontend/haskell/reflex-dom/config/readme.md', 'frontend/haskell/reflex-dom/default.nix', 'frontend/haskell/reflex-dom/src-bin/main.hs', 'frontend/haskell/reflex-dom/src/Frontend.hs', 'frontend/haskell/reflex-dom/todo-reflex.cabal', 'frontend/reflex-dom/CHANGELOG.md', 'frontend/reflex-dom/LICENSE', 'frontend/reflex-dom/frontend.cabal', 'frontend/reflex-dom/src-bin/main.hs', 'nix/default.nix', 'nix/haskell-miso/default.nix', 'nix/haskell-nix/default.nix', 'nix/haskell-obelisk/default.nix', 'nix/haskell/default.nix', 'overlay.nix', 'shell.nix', '.gitignore', 'backend/haskell/src/TodoMain.hs', 'common/haskell/lib/Model.hs', 'default.nix', 'flake.lock', 'flake.nix', 'frontend/haskell/miso/src-bin/Main.hs', 'frontend/haskell/miso/todo-miso.cabal', 'frontend/haskell/reflex-dom/CHANGELOG.md', 'frontend/haskell/reflex-dom/LICENSE', 'frontend/haskell/reflex-dom/cabal.project', 'frontend/haskell/reflex-dom/default.nix', 'frontend/haskell/reflex-dom/src-bin/main.hs', 'frontend/haskell/reflex-dom/src/Frontend.hs', 'frontend/haskell/reflex-dom/todo-reflex.cabal', 'frontend/javascript/.gitignore', 'frontend/javascript/LICENSE.md', 'frontend/javascript/build', 'frontend/javascript/css/chooser.css', 'frontend/javascript/default.nix', 'frontend/javascript/img/bg.png', 'frontend/javascript/index.html', 'frontend/javascript/js/app.js', 'frontend/javascript/js/collections/todos.js', 'frontend/javascript/js/models/todo.js', 'frontend/javascript/js/routers/router.js', 'frontend/javascript/js/views/app-view.js', 'frontend/javascript/js/views/todo-view.js', 'frontend/javascript/package.json', 'frontend/javascript/readme.md', 'frontend/javascript/yarn.lock', 'frontend/reflex-dom/CHANGELOG.md', 'frontend/reflex-dom/LICENSE', 'frontend/reflex-dom/frontend.cabal', 'frontend/reflex-dom/src-bin/main.hs', 'nix/default.nix', 'nix/haskell-nix/default.nix', 'nix/haskell-obelisk/default.nix', 'nix/haskell/default.nix', 'overlay.nix', 'shell.nix'];nix-community/todomvc-nix;2020-12-07T09:15:49Z;closed
3248;nix-community/docker-nix;76716;3;['Dockerfile', 'Dockerfile'];nix-community/docker-nix;2018-03-29T11:50:15Z;closed
3248;nix-community/docker-nix;76716;6;['Dockerfile'];nix-community/docker-nix;2018-03-20T18:42:03Z;closed
60957830;nix-community/NUR;3248;3447;['LICENSE', 'README.md', 'bin/nur', 'ci/keys.tar.gz.enc', 'ci/lib/setup-git.sh', 'ci/test.sh', 'ci/update-nur-search.sh', 'ci/update-nur.sh', 'default.nix', 'flake.lock', 'flake.nix', 'lib/evalRepo.nix', 'lib/repoSource.nix', 'nur/__init__.py', 'nur/combine.py', 'nur/error.py', 'nur/fileutils.py', 'nur/format_manifest.py', 'nur/index.py', 'nur/irc_notify.py', 'nur/manifest.py', 'nur/path.py', 'nur/prefetch.py', 'nur/update.py', 'pyproject.toml', 'release.nix', 'repos.json', 'repos.json.lock', 'setup.cfg', 'setup.py'];nix-community/NUR;2021-10-05T01:14:34Z;closed
60957830;nix-community/NUR;96200;3447;['LICENSE', 'README.md', 'bin/nur', 'ci/keys.tar.gz.enc', 'ci/lib/setup-git.sh', 'ci/test.sh', 'ci/update-nur-search.sh', 'ci/update-nur.sh', 'default.nix', 'flake.lock', 'flake.nix', 'lib/evalRepo.nix', 'lib/repoSource.nix', 'nur/__init__.py', 'nur/combine.py', 'nur/error.py', 'nur/fileutils.py', 'nur/format_manifest.py', 'nur/index.py', 'nur/irc_notify.py', 'nur/manifest.py', 'nur/path.py', 'nur/prefetch.py', 'nur/update.py', 'pyproject.toml', 'release.nix', 'repos.json', 'repos.json.lock', 'setup.cfg', 'setup.py'];nix-community/NUR;2021-10-05T01:14:34Z;closed
60957830;nix-community/NUR;20525370;3447;['LICENSE', 'README.md', 'bin/nur', 'ci/keys.tar.gz.enc', 'ci/lib/setup-git.sh', 'ci/test.sh', 'ci/update-nur-search.sh', 'ci/update-nur.sh', 'default.nix', 'flake.lock', 'flake.nix', 'lib/evalRepo.nix', 'lib/repoSource.nix', 'nur/__init__.py', 'nur/combine.py', 'nur/error.py', 'nur/fileutils.py', 'nur/format_manifest.py', 'nur/index.py', 'nur/irc_notify.py', 'nur/manifest.py', 'nur/path.py', 'nur/prefetch.py', 'nur/update.py', 'pyproject.toml', 'release.nix', 'repos.json', 'repos.json.lock', 'setup.cfg', 'setup.py'];nix-community/NUR;2021-10-05T01:14:34Z;closed
16345849;nix-community/nixos-generators;621759;36;['flake.nix', 'format-module.nix', 'nixos-generate.nix'];nix-community/nixos-generators;2021-06-09T09:45:56Z;closed
35324;nix-community/linuxkit-nix;151337;4;['linuxkit-builder/default.nix'];nix-community/linuxkit-nix;2020-06-02T14:59:26Z;closed
887196;nix-community/linuxkit-nix;3248;22;['README.md', 'README.md'];nix-community/linuxkit-nix;2020-01-15T08:17:41Z;closed
887196;nix-community/linuxkit-nix;151337;22;['README.md', 'README.md'];nix-community/linuxkit-nix;2020-01-15T08:17:41Z;closed
3248;nix-community/linuxkit-nix;76716;25;['nix-linuxkit-runner/default.nix', 'overlay.nix'];nix-community/linuxkit-nix;2018-11-07T18:13:09Z;closed
3248;nix-community/linuxkit-nix;76716;14;['nix-script-store-plugin/default.nix', 'overlay.nix', 'overlay.nix', 'release.nix'];nix-community/linuxkit-nix;2018-11-07T17:30:10Z;closed
3248;nix-community/linuxkit-nix;76716;2;['overlay.nix'];nix-community/linuxkit-nix;2018-11-07T16:15:43Z;closed
3248;nix-community/linuxkit-nix;76716;1;['linuxkit-builder/configure.sh'];nix-community/linuxkit-nix;2018-11-07T07:48:46Z;closed
3248;nix-community/linuxkit-nix;76716;19;['README.md', 'overlay.nix', 'release.nix'];nix-community/linuxkit-nix;2018-11-07T07:49:20Z;closed
3248;nix-community/linuxkit-nix;76716;8;['README.md'];nix-community/linuxkit-nix;2018-10-09T11:31:22Z;closed
