Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
1129265,chromiumos/platform/ec,223,[1116125],[1116125],['DEPS'],zephyr: ap_pwrseq: Add notification for AP power seq level,new
1129265,chromiumos/platform/ec,12,"[1352056, 1116125, 1296157, 1523717]","[1352056, 1116125, 1296157, 1523717]",['DEPS'],zephyr: subsys: Add resume / suspend state machine,new
1118934,chromiumos/manifest-versions,322,[],[1118934],['android-LKGM-candidates/android-container-pi/buildspecs/99/14430.0.0-rc4.xml'],Automatic: Start master-pi-android-pfq main 14430.0.0-rc4 CrOS-Build-Id: 5079351,closed
1528812,chromiumos/third_party/kernel,4,[1413497],"[1111084, 1113991, 1196204, 1288602, 1413497, 1413548, 1525062]",['drivers/media/virtio/virtio_video_device.c'],CHROMIUM: drivers: media: virtio: fix ENUM_FRAMEINTERVALS null pointer dereference,closed
1522697,chromium/src,3,[1002507],"[1002507, 1347153, 1522697]",['third_party/blink/renderer/bindings/core/v8/serialization/v8_script_value_serializer.cc'],Replace the old ToV8 with new ToV8Traits interface in the core serialization.,closed
1118934,chromiumos/manifest-versions,322,[],[1118934],['full/buildspecs/99/14430.0.0-rc2.xml'],Automatic: Start master-full main 14430.0.0-rc2 CrOS-Build-Id: 5079334,closed
1496378,chromium/src,16,"[1116010, 1360997]","[1116010, 1347153, 1360997, 1496378]","['tools/metrics/histograms/metadata/download/histograms.xml', 'tools/metrics/histograms/metadata/sb_client/histograms.xml', 'tools/metrics/histograms/metadata/safe_browsing/histograms.xml']",Remove anise@chromium.org as histogram owner.,closed
1118934,chromiumos/manifest-versions,2,[],[1118934],['LKGM/lkgm.xml'],Automatic: master-pi-android-pfq promoting 14430.0.0-rc3 to LKGM,closed
1347071,chromiumos/overlays/chromiumos-overlay,4,[],[1347071],['metadata/md5-cache/sys-kernel/chromeos-kernel-4_19-4.19.223-r2209'],Update Metadata Cache,closed
1520262,chromium/src,4,[],"[1347153, 1520262]",['components/certificate_transparency/data/log_list.json'],Automatic update for log_list.json,closed
1302611,chromium/src,2,[],"[1302611, 1347153, 1365616]",['DEPS'],Roll Chromite from e0b59a037c97 to 717f7105d077 (1 revision),closed
1302612,chromium/src,2,[],"[1178129, 1300008, 1302612, 1347153]",['DEPS'],Roll src-internal from af96c8958cb0 to 60aa9b78ed0c (1 revision),closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/amd64-generic-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for amd64-generic-full,closed
1347071,chromiumos/overlays/chromiumos-overlay,2,[],[1347071],['chromeos/binhost/target/amd64-generic-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://chromeos-prebuilt/board/amd64-generic/postsubmit-R99-14430.0.0-28424-8826323912978835985/packages.,closed
1347071,chromiumos/overlays/chromiumos-overlay,2,[],[1347071],['chromeos/binhost/target/arm64-generic-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://chromeos-prebuilt/board/arm64-generic/postsubmit-R99-14430.0.0-28424-8826323423493990113/packages.,closed
1347071,chromiumos/overlays/chromiumos-overlay,4,"[1513692, 1347071]","[1513692, 1347071]",['chromeos/binhost/target/arm64-generic-POSTSUBMIT_BINHOST.conf'],chromeos-chrome uprev dry-run with Chrome ToT,new
1118934,chromiumos/manifest-versions,2,[],[1118934],['LKGM/lkgm.xml'],Automatic: master-vmt-android-pfq promoting 14430.0.0-rc1 to LKGM,closed
1498782,chromiumos/third_party/kernel,312,"[1523383, 1146659]","[1111084, 1146659, 1498782, 1523383]","['block/bfq-iosched.c', 'block/bfq-wf2q.c', 'block/bfq-iosched.h']",CHROMIUM: Merge 'v4.19.223' into chromeos-4.19,closed
1333437,chromium/src,2,[],[1333437],['chrome/VERSION'],Incrementing VERSION to 99.0.4799.1,closed
1334872,chromium/src,15,[1002611],"[1002611, 1334872, 1347153]",['chrome/browser/lookalikes/lookalike_url_navigation_throttle_browsertest.cc'],[lookalikes] Remove WebContents::GetURL calls in //chrome,closed
1347071,chromiumos/overlays/chromiumos-overlay,4,"[1513692, 1347071]","[1513692, 1347071]",['chrome/browser/lookalikes/lookalike_url_navigation_throttle_browsertest.cc'],chromeos-chrome uprev dry-run with Chrome ToT,new
1334872,chromium/src,36,[1002611],"[1002611, 1334872, 1347153]","['chrome/browser/ui/views/page_info/safety_tip_page_info_bubble_view_browsertest.cc', 'chrome/browser/ui/page_info/chrome_page_info_ui_delegate.cc', 'chrome/browser/ui/views/page_info/accuracy_tip_bubble_view_browsertest.cc']",[page info] Remove WebContents::GetURL calls in //chrome,closed
1118934,chromiumos/manifest-versions,322,[],[1118934],['android-LKGM-candidates/android-container-pi/buildspecs/99/14430.0.0-rc3.xml'],Automatic: Start master-pi-android-pfq main 14430.0.0-rc3 CrOS-Build-Id: 5079316,closed
1341474,chromiumos/overlays/chromiumos-overlay,2,[],[1341474],['chromeos/binhost/target/amd64-generic-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://staging-chromeos-prebuilt/board/amd64-generic/postsubmit-R99-14430.0.0-28956-8826327947866372705/packages.,closed
1274527,v8/v8,6,[],[1274527],"['include/v8-version.h', 'WATCHLISTS']",Version 9.9.47,closed
1347071,chromiumos/overlays/chromiumos-overlay,2,[],[1347071],['chromeos/binhost/target/arm-generic-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://chromeos-prebuilt/board/arm-generic/postsubmit-R99-14430.0.0-28424-8826323652068448369/packages.,closed
1519522,v8/v8,216,[1519522],[1519522],['chromeos/binhost/target/arm-generic-POSTSUBMIT_BINHOST.conf'],[sandbox] Shrink EmbedderDataSlots to 32 bits,new
1520262,chromium/src,4,[],"[1347153, 1520262]",['components/certificate_transparency/data/log_list.json'],Automatic update for log_list.json,closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/amd64-generic-vm-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for amd64-generic-vm-full,closed
1347071,chromiumos/overlays/chromiumos-overlay,24,[],[1347071],"['metadata/md5-cache/chromeos-base/tast-remote-tests-cros-0.0.2-r8941', 'metadata/md5-cache/chromeos-base/chromeos-chrome-99.0.4798.0_rc-r1', 'metadata/md5-cache/chromeos-base/tast-tests-remote-data-0.0.1-r1582', 'metadata/md5-cache/chromeos-base/chromium-source-99.0.4798.0_rc-r1', 'metadata/md5-cache/chromeos-base/tast-local-tests-cros-0.0.2-r8861', 'metadata/md5-cache/chromeos-base/tast-tests-local-data-0.0.1-r1388', 'metadata/md5-cache/chromeos-base/chrome-icu-99.0.4798.0_rc-r1']",Update Metadata Cache,closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/eve-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for eve-full,closed
1347071,chromiumos/overlays/chromiumos-overlay,2,[],[1347071],['chromeos/binhost/target/tatl-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://chromeos-prebuilt/board/tatl/postsubmit-R99-14430.0.0-28424-8826321361851166577/packages.,closed
1341474,chromiumos/overlays/chromiumos-overlay,2,[],[1341474],['chromeos/binhost/target/amd64-generic-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://staging-chromeos-prebuilt/board/amd64-generic/postsubmit-R99-14430.0.0-28956-8826327980577579569/packages.,closed
1333437,chromium/src,16,[],[1333437],['DEPS'],Update DEPS for 4799 branching,closed
1333437,chromium/src,2,[],[1333437],['chrome/VERSION'],Updating trunk VERSION from 4799.0 to 4800.0,closed
1347071,chromiumos/overlays/chromiumos-overlay,0,[],"[1111084, 1228419, 1324920, 1347071, 1356022]","['chromeos-base/chromeos-chrome/chromeos-chrome-99.0.4798.0_rc-r1.ebuild', 'chromeos-base/chrome-icu/chrome-icu-99.0.4798.0_rc-r1.ebuild', 'chromeos-base/chromium-source/chromium-source-99.0.4798.0_rc-r1.ebuild']",chromeos-chrome: Automatic uprev to 99.0.4798.0.,closed
1347071,chromiumos/overlays/chromiumos-overlay,2,[],[1347071],['chromeos/binhost/target/tael-POSTSUBMIT_BINHOST.conf'],Set POSTSUBMIT_BINHOST=gs://chromeos-prebuilt/board/tael/postsubmit-R99-14430.0.0-28424-8826321378627789521/packages.,closed
1347071,chromiumos/infra/suite_scheduler,100,[],"[1111084, 1347071]",['generated_configs/suite_scheduler.ini'],Automatic config update,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-amd64-generic/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/kevin64-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for kevin64-full,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-eve/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1003190,infra/luci/luci-go,411,"[1003190, 1114919, 1381059]","[1003190, 1114919, 1381059]",['overlay-eve/prebuilt.conf'],cv: Implement SearchRuns with only project,new
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/kevin-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for kevin-full,closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/hana-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for hana-full,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-kevin64/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1302611,chromium/src,2,[],"[1302611, 1347153, 1377971]",['DEPS'],Roll RTS model from dn5zAphq8... to 6cLdZQitZ...,closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/arm-generic-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for arm-generic-full,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-amd64-generic/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-kevin/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-hana/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1118934,chromiumos/manifest-versions,2,[],[1118934],['LKGM/lkgm.xml'],Automatic: master-pi-android-pfq promoting 14430.0.0-rc2 to LKGM,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-arm-generic/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
1118934,chromiumos/manifest-versions,322,[],[1118934],['android-LKGM-candidates/android-vm-sc/buildspecs/99/14430.0.0-rc1.xml'],Automatic: Start master-vmsc-android-pfq main 14430.0.0-rc1 CrOS-Build-Id: 5079304,closed
1273587,chromium/src,198,[],"[1273587, 1347153, 1471321]","['ash/strings/ash_strings_iw.xtb', 'ash/strings/ash_strings_be.xtb', 'ash/strings/ash_strings_et.xtb', 'ash/strings/ash_strings_ne.xtb', 'ash/strings/ash_strings_es-419.xtb', 'ash/strings/ash_strings_fi.xtb', 'ash/strings/ash_strings_pl.xtb', 'ash/strings/ash_strings_ja.xtb', 'ash/strings/ash_strings_az.xtb', 'ash/strings/ash_strings_sq.xtb', 'ash/strings/ash_strings_hy.xtb', 'ash/strings/ash_strings_te.xtb', 'ash/strings/ash_strings_my.xtb', 'ash/strings/ash_strings_bn.xtb', 'ash/strings/ash_strings_es.xtb', 'ash/strings/ash_strings_mr.xtb', 'ash/strings/ash_strings_bg.xtb', 'ash/strings/ash_strings_kk.xtb', 'remoting/resources/remoting_strings_te.xtb', 'ash/strings/ash_strings_pa.xtb', 'ash/strings/ash_strings_uk.xtb', 'ash/strings/ash_strings_fr.xtb', 'ash/strings/ash_strings_sr.xtb', 'ash/strings/ash_strings_fa.xtb', 'ash/strings/ash_strings_nl.xtb', 'ash/strings/ash_strings_ms.xtb', 'ash/strings/ash_strings_as.xtb', 'ash/strings/ash_strings_lo.xtb', 'ash/strings/ash_strings_km.xtb', 'ash/strings/ash_strings_sr-Latn.xtb', 'ash/strings/ash_strings_zh-TW.xtb', 'ash/strings/ash_strings_el.xtb', 'ash/strings/ash_strings_ar.xtb', 'ash/strings/ash_strings_hu.xtb', 'ash/strings/ash_strings_sl.xtb', 'ash/strings/ash_strings_da.xtb', 'ash/strings/ash_strings_eu.xtb', 'ash/strings/ash_strings_kn.xtb', 'chrome/app/resources/chromium_strings_my.xtb', 'ash/strings/ash_strings_uz.xtb', 'ash/strings/ash_strings_mk.xtb', 'ash/strings/ash_strings_pt-BR.xtb', 'ash/strings/ash_strings_ko.xtb', 'components/policy/resources/policy_templates_ru.xtb', 'ash/strings/ash_strings_sk.xtb', 'ash/strings/ash_strings_ur.xtb', 'ash/strings/ash_strings_gl.xtb', 'ash/strings/ash_strings_ml.xtb', 'ash/strings/ash_strings_cs.xtb', 'ash/strings/ash_strings_ky.xtb', 'ash/strings/ash_strings_lv.xtb', 'ash/strings/ash_strings_or.xtb', 'ash/strings/ash_strings_am.xtb', 'ash/strings/ash_strings_fr-CA.xtb', 'ash/strings/ash_strings_sv.xtb', 'ash/strings/ash_strings_is.xtb', 'ash/strings/ash_strings_ro.xtb', 'ash/strings/ash_strings_th.xtb', 'ash/strings/ash_strings_ca.xtb', 'ash/strings/ash_strings_bs.xtb', 'chrome/app/resources/generated_resources_my.xtb', 'ash/strings/ash_strings_gu.xtb', 'ios/chrome/app/strings/resources/ios_google_chrome_strings_hi.xtb', 'ash/strings/ash_strings_mn.xtb', 'ash/strings/ash_strings_si.xtb', 'ash/strings/ash_strings_zu.xtb', 'ash/strings/ash_strings_it.xtb', 'ash/strings/ash_strings_zh-CN.xtb', 'ash/strings/ash_strings_de.xtb', 'ash/strings/ash_strings_fil.xtb', 'ash/strings/ash_strings_vi.xtb', 'ash/strings/ash_strings_sw.xtb', 'ash/strings/ash_strings_lt.xtb', 'ash/strings/ash_strings_zh-HK.xtb', 'ash/strings/ash_strings_ta.xtb', 'ash/strings/ash_strings_tr.xtb', 'ash/strings/ash_strings_af.xtb', 'ash/strings/ash_strings_ru.xtb', 'ios/chrome/app/strings/resources/ios_chromium_strings_hi.xtb', 'ash/strings/ash_strings_en-GB.xtb', 'ash/strings/ash_strings_id.xtb', 'ash/strings/ash_strings_hr.xtb', 'components/browser_ui/strings/android/translations/browser_ui_strings_eu.xtb', 'ash/strings/ash_strings_ka.xtb', 'ash/strings/ash_strings_hi.xtb', 'ash/strings/ash_strings_pt-PT.xtb']",Updating XTBs based on .GRDs from branch 4758,closed
1118934,chromiumos/manifest-versions,1,[],[1118934],['full/build-name/arm64-generic-full/pass/99/14430.0.0-rc1.xml'],Automatic checkin: status=pass build_version 14430.0.0-rc1 for arm64-generic-full,closed
1273587,chromium/src,45,[],"[1273587, 1347153, 1471321]","['components/policy/resources/policy_templates_vi.xtb', 'chrome/app/resources/generated_resources_ru.xtb', 'components/policy/resources/policy_templates_ru.xtb', 'chrome/app/resources/generated_resources_eu.xtb', 'components/browser_ui/strings/android/translations/browser_ui_strings_eu.xtb', 'remoting/resources/remoting_strings_te.xtb', 'chrome/app/resources/chromium_strings_my.xtb', 'chrome/app/resources/generated_resources_my.xtb']",Updating XTBs based on .GRDs from branch 4692,closed
1347071,chromiumos/overlays/chromiumos-overlay,4,[],"[1111084, 1210615, 1309946, 1347071, 1356080]","['chromeos-base/termina-dlc/termina-dlc-97.14324.59.0-r1.ebuild', 'chromeos-base/termina-dlc/Manifest']",termina-dlc: Automatic uprev to 97.14324.59.0-r1.,closed
1118934,chromiumos/overlays/board-overlays,2,[],[1118934],['overlay-arm64-generic/prebuilt.conf'],prebuilt.conf: updating FULL_BINHOST,closed
