Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
1001624,osm/RO,295,"[1001624, 1002001]","[1000001, 1001624, 1001993, 1002001, 1002507]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_ip_profile_to_ro-974d5bbf91cb2c76.yaml']",Extracting Ns._ip_profile_to_ro() and creating unit test,closed
1001624,osm/devops,133,"[1000638, 1001788, 1002172, 1000057, 1001609, 1001625, 1001624, 1002168, 1002083, 1002002, 1000001]","[1000638, 1001788, 1002172, 1000057, 1001609, 1001625, 1001624, 1002168, 1002083, 1002002, 1000001]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_ip_profile_to_ro-974d5bbf91cb2c76.yaml']",Adding HTTP SD to Prometheus Charm,new
1001624,osm/RO,1898,"[1001624, 1002001]","[1000001, 1001624, 1002001]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_process_flavor_params-b7251cf725adcc8f.yaml', 'tox.ini']",Extracting Ns._process_flavor_params() and creating unit test,closed
1000006,osm/RO,1010,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code""""",closed
1000006,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code""""",closed
1000006,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code""""",closed
1000057,osm/LCM,2,"[1001996, 1001624]","[1000001, 1000074, 1001624, 1001996]",['osm_lcm/ns.py'],Add more logs to ns.py to know nsr and nsd retrieved from db,closed
1000006,osm/RO,1009,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'RO/osm_ro/scripts/install-openmano.sh', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Revert ""Removing OpenNebula code""""",closed
1001624,osm/RO,1009,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'RO/osm_ro/scripts/install-openmano.sh', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Removing OpenNebula code""",closed
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Removing OpenNebula code""",closed
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']","Revert ""Removing OpenNebula code""",closed
1001624,osm/RO,1010,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']","Revert ""Removing OpenNebula code""",closed
1001624,osm/RO,1010,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Removing OpenNebula code,closed
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']",Removing OpenNebula code,closed
1001624,osm/RO,1004,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']",Removing OpenNebula code,closed
1001624,osm/RO,1009,[1001624],"[1000001, 1001624]","['RO-VIM-opennebula/osm_rovim_opennebula/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/tests/__init__.py', 'RO-VIM-opennebula/osm_rovim_opennebula/vimconn_opennebula.py', 'RO-VIM-opennebula/requirements.in', 'RO-VIM-opennebula/setup.py', 'RO-VIM-opennebula/stdeb.cfg', 'RO/osm_ro/scripts/install-openmano.sh', 'devops-stages/stage-build.sh', 'requirements.in', 'tox.ini']",Removing OpenNebula code,closed
1001624,osm/devops,6,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['docker/RO/Dockerfile', 'installers/charm/ro/src/charm.py']",Fix bug 1809 - Disabling RO OpenNebula plugin,closed
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Fix bug 1810 - Disabling RO OpenNebula plugin,closed
1001624,osm/devops,4,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/RO/Dockerfile'],Fix bug 1811 - Disabling RO OpenNebula plugin,closed
1001996,osm/LCM,445,[1002001],"[1000001, 1000057, 1001625, 1002001]","['osm_lcm/lcm.py', 'osm_lcm/ns.py', 'osm_lcm/prometheus.py', 'osm_lcm/tests/test_prometheus.py']",feat(prometheus): prometheus config no longer depends on LCM,closed
1001996,osm/LCM,80,[1002001],"[1000001, 1000057, 1001625, 1002001]",['osm_lcm/ns.py'],feature: sol004 and sol007,closed
1001624,osm/RO,229,[1001624],"[1000001, 1001624]","['devops-stages/stage-build.sh', 'releasenotes/notes/fix_bug_1811-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1811 - Disabling RO OpenNebula plugin,closed
1001624,osm/devops,51,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001625, 1001788, 1001996, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/Keystone/Dockerfile'],Fix bug 1813: update keystone dockerfile to ubuntu 20.04,closed
1001996,osm/LCM,80,"[1001996, 1001624]","[1000001, 1001624, 1001996]",['osm_lcm/ns.py'],feature: sol004 and sol007,closed
1001996,osm/LCM,445,[1001996],"[1000001, 1000057, 1001625, 1001996, 1002001, 1002123]","['osm_lcm/lcm.py', 'osm_lcm/ns.py', 'osm_lcm/prometheus.py', 'osm_lcm/tests/test_prometheus.py']",feat(prometheus): prometheus config no longer depends on LCM,closed
1001624,osm/RO,233,[1001624],"[1000001, 1001624]","['RO-VIM-azure/osm_rovim_azure/vimconn_azure.py', 'devops-stages/stage-build.sh', 'releasenotes/notes/fix_bug_1810-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1810 - Disabling RO OpenNebula plugin,closed
1001624,osm/RO,331,[1001624],"[1000001, 1001624]","['RO-VIM-azure/osm_rovim_azure/vimconn_azure.py', 'RO-VIM-gcp/osm_rovim_gcp/vimconn_gcp.py', 'devops-stages/stage-build.sh', 'integration-tests/test_vimconn_gcp.py', 'releasenotes/notes/fix_bug_1809-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1809 - Disabling RO OpenNebula plugin,closed
1001624,osm/devops,6,[1001624],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]","['docker/RO/Dockerfile', 'installers/charm/ro/src/charm.py']",Fix bug 1807 - Disabling RO OpenNebula plugin,closed
1001624,osm/RO,204,[1001624],"[1000001, 1001624]","['devops-stages/stage-build.sh', 'releasenotes/notes/fix_bug_1807-b2bc23440751b829.yaml', 'requirements-dist.txt', 'requirements-test.txt', 'requirements.in', 'requirements.txt', 'tox.ini']",Fix bug 1807 - Disabling RO OpenNebula plugin,closed
1000057,osm/devops,143,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['common/logging', 'common/track', 'installers/full_install_osm.sh', 'installers/install_juju.sh', 'installers/install_kubeadm_cluster.sh', 'installers/install_osm.sh', 'installers/test_track.sh']",Fix propagation of failures in installer scripts,closed
1000057,osm/devops,42,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1001996, 1002001, 1002002, 1002083, 1002168, 1002172]",['docker/Prometheus/src/app.py'],bugfix: prometheus config loop to avoid crashes during jobs collection changes listening,closed
1000057,osm/osmclient,37,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1001996, 1002001, 1002002, 1002083, 1002168, 1002172]","['osmclient/sol005/nsd.py', 'osmclient/sol005/vnfd.py']",bugfix: sol004 and sol007 accepting zip files when vnfpkg-create or nspkg-create are executed,closed
1000057,osm/devops,381,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1001996, 1002001, 1002002, 1002083, 1002168, 1002172]","['docker/Prometheus/Dockerfile', 'docker/Prometheus/src/app.py', 'docker/Prometheus/src/requirements.txt', 'docker/mk/Makefile.include', 'installers/docker/osm_pods/lcm.yaml', 'installers/docker/osm_pods/mongo.yaml', 'installers/docker/osm_pods/prometheus.yaml', 'installers/full_install_osm.sh']",fix(prometheus): decoupling prometheus/lcm modules. Depends on changes made to lcm,closed
1000057,osm/osmclient,925,[1002001],"[1000001, 1000638, 1001609, 1001624, 1001625, 1001788, 1001996, 1002001, 1002002, 1002083, 1002168, 1002172]","['osmclient/common/package_handling.py', 'osmclient/common/package_tool.py', 'osmclient/common/sol004_package.py', 'osmclient/common/sol007_package.py', 'osmclient/common/sol_package.py', 'osmclient/common/utils.py', 'osmclient/scripts/osm.py', 'osmclient/sol005/k8scluster.py', 'osmclient/sol005/osmrepo.py', 'osmclient/sol005/package.py', 'tox.ini']",feature: sol004 and sol007,closed
1000057,osm/NBI,104,[1002001],"[1000001, 1001996, 1002001]","['osm_nbi/admin_topics.py', 'osm_nbi/descriptor_topics.py', 'osm_nbi/html_out.py', 'osm_nbi/tests/run_test.py']",feature: sol004 and sol007,closed
1000057,osm/common,862,[1002001],"[1000001, 1001996, 1002001]","['osm_common/fslocal.py', 'osm_common/fsmongo.py', 'osm_common/sol004_package.py', 'osm_common/sol007_package.py', 'osm_common/sol_package.py', 'osm_common/tests/test_fsmongo.py', 'osm_common/tests/test_sol004_package.py']",feature: sol004 and sol007,closed
1000057,osm/devops,143,"[1000074, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]","['common/logging', 'common/track', 'installers/full_install_osm.sh', 'installers/install_juju.sh', 'installers/install_kubeadm_cluster.sh', 'installers/install_osm.sh', 'installers/test_track.sh']",Fix propagation of failures in installer scripts,closed
1001996,osm/N2VC,304,[1001625],"[1000001, 1001625]","['n2vc/k8s_helm3_conn.py', 'n2vc/k8s_helm_base_conn.py', 'n2vc/k8s_helm_conn.py', 'n2vc/tests/unit/test_k8s_helm3_conn.py', 'n2vc/tests/unit/test_k8s_helm_conn.py', 'requirements.txt']",bugfix: kubeconfig passed for helm commands. Bug 1789,closed
1000057,osm/devops,4,"[1002410, 1000057]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172, 1002410]","['docker/tests/Dockerfile', 'jenkins/ci-pipelines/ci_stage_3.groovy']",Prevent tests Dockerfile to use cache of osm-packages repo,closed
1000057,osm/devops,4,"[1000074, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]","['docker/tests/Dockerfile', 'jenkins/ci-pipelines/ci_stage_3.groovy']",Prevent tests Dockerfile to use cache of osm-packages repo,closed
1001624,osm/common,6,[1001624],"[1000001, 1001624, 1001996]",['osm_common/fsmongo.py'],bugfix: fix for folders missing in mongoFS,closed
1001996,osm/common,6,"[1000057, 1001624]","[1000001, 1000057, 1001624]",['osm_common/fsmongo.py'],bugfix: fix for folders missing in mongoFS,closed
1000057,osm/devops,263,[1000001],[1000001],['osm_common/fsmongo.py'],Fix bug 1737 to remove unused options,new
1001624,osm/devops,39,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['docker/PLA/Dockerfile', 'installers/docker/osm_pla/pla.yaml']",Fix bug 1708 - Adding non-root user to run PLA,closed
1001624,osm/NBI,9,[1001624],"[1000001, 1001624, 1001996]",['osm_nbi/instance_topics.py'],bugfix(VNFR): virtual storages added to VDU section inside the VNFR. bug 1511,closed
1001624,osm/IM,41,[1001624],"[1000001, 1001624]",['models/augments/persistent-storage.yang'],Fix bug 1699 to add persistent-storage type to vdu,closed
1001624,osm/NBI,14,[1001624],"[1000001, 1001624, 1001996]",['osm_nbi/instance_topics.py'],bugfix(VNFR): virtual storages added to VDU section inside the VNFR. bug 1511,closed
1001624,osm/IM,41,[1001624],"[1000001, 1001624]",['models/augments/persistent-storage.yang'],Fix bug 1699 to add persistent-storage type to vdu,closed
1001996,osm/devops,42,[1000057],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]",['docker/Prometheus/src/app.py'],bugfix: prometheus config loop to avoid crashes during jobs collection changes listening,closed
1001996,osm/NBI,9,"[1000057, 1002001]","[1000001, 1000057, 1001624, 1001996, 1002001]",['osm_nbi/instance_topics.py'],bugfix(VNFR): virtual storages added to VDU section inside the VNFR. bug 1511,closed
1000057,osm/IM,41,[1000057],"[1000001, 1000057, 1002001]",['models/augments/persistent-storage.yang'],Fix bug 1699 to add persistent-storage type to vdu,closed
1001625,osm/devops,420,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['installers/charm/bundles/osm-ha/bundle.yaml', 'installers/charm/bundles/osm/bundle.yaml', 'installers/charm/lcm/config.yaml', 'installers/charm/lcm/src/charm.py', 'installers/charm/mon/config.yaml', 'installers/charm/mon/src/charm.py', 'installers/charm/nbi/config.yaml', 'installers/charm/nbi/src/charm.py', 'installers/charm/pol/config.yaml', 'installers/charm/pol/src/charm.py', 'installers/charm/ro/config.yaml', 'installers/charm/ro/src/charm.py', 'installers/charm/update-bundle-revisions.sh', 'tools/debug/charmed/README.md', 'tools/debug/charmed/generate_ssh_config.sh']",Fix bug 1800: Add hostpath mount option in OSM charms,closed
1000057,osm/tests,3,"[1002410, 1000057]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172, 1002410]",['robot-systest/testsuite/basic_21-support_of_volumes.robot'],BASIC21: Fixed the way to get the volumes from descriptor,closed
1001996,osm/osmclient,37,"[1001624, 1002001]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['osmclient/sol005/nsd.py', 'osmclient/sol005/vnfd.py']",bugfix: sol004 and sol007 accepting zip files when vnfpkg-create or nspkg-create are executed,closed
1002410,osm/tests,3,[1000057],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172, 1002410]",['robot-systest/testsuite/basic_21-support_of_volumes.robot'],BASIC21: Fixed the way to get the volumes from descriptor,closed
1001996,osm/MON,4,"[1001624, 1002002, 1002001]","[1000001, 1001624, 1002001, 1002002]","['osm_mon/server/service.py', 'osm_mon/server/server.py']",bugfix: prometheus scrape jobs populate function called before mongoDB was ready to use,closed
1000057,osm/tests,0,"[1000074, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]",['robot-systest/testsuite/basic_21-support_of_volumes.robot'],Rename basic21 to reflect actual purpose,closed
1000057,osm/tests,18,"[1000074, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1002002, 1002083, 1002168, 1002172]","['robot-systest/testsuite/basic_23-sol004_sol007_packages.robot', 'robot-systest/testsuite/k8s_10-sol004_sol007_with_k8s_proxy_charms.robot']",Rename sol004 and sol007 packages and updated package names,closed
1000057,osm/tests,214,"[1000074, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1001996, 1002002, 1002083, 1002168, 1002172]","['robot-systest/testsuite/basic_23-delete_vnf_package_SOL004_SOL007.robot', 'robot-systest/testsuite/k8s_10-k8s_proxy_charms_SOL004_SOL007.robot']",feature: sol004 and sol007 new packages tests,closed
1001624,osm/RO,175,"[1001624, 1002001]","[1000001, 1001624, 1002001]","['NG-RO/osm_ng_ro/ns.py', 'NG-RO/osm_ng_ro/tests/test_ns.py', 'releasenotes/notes/extracting_get_resource_allocation_params-7c96275fcde1d249.yaml']",Extracting Ns._get_resource_allocation_params() and creating unit test,closed
1000057,osm/tests,0,"[1002410, 1002001]","[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172, 1002410]",['robot-systest/testsuite/basic_21-support_of_volumes.robot'],Rename basic21 to reflect actual purpose,closed
1000057,osm/tests,18,"[1000074, 1002410, 1000057]","[1000001, 1000057, 1000074, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172, 1002410]","['robot-systest/testsuite/basic_23-sol004_sol007_packages.robot', 'robot-systest/testsuite/k8s_10-sol004_sol007_with_k8s_proxy_charms.robot']",Rename sol004 and sol007 packages and updated package names,closed
1001624,osm/RO,28,[1001624],"[1000001, 1001624]","['NG-RO/osm_ng_ro/ns.py', 'RO-VIM-openstack/osm_rovim_openstack/vimconn_openstack.py', 'releasenotes/notes/fix_bug_1805-8239712f72e96634.yaml', 'releasenotes/notes/fix_bug_1804-8239712f72e96634.yaml']",Fix bug 1805 - adding swap disks,closed
1001624,osm/RO,28,[1001624],"[1000001, 1001624]","['NG-RO/osm_ng_ro/ns.py', 'RO-VIM-openstack/osm_rovim_openstack/vimconn_openstack.py', 'releasenotes/notes/fix_bug_1806-8239712f72e96634.yaml']",Fix bug 1806 - adding swap disks,closed
1001624,osm/RO,28,[1001624],"[1000001, 1001624]","['NG-RO/osm_ng_ro/ns.py', 'RO-VIM-openstack/osm_rovim_openstack/vimconn_openstack.py', 'releasenotes/notes/fix_bug_1804-8239712f72e96634.yaml']",Fix bug 1804 - adding swap disks,closed
1001624,osm/RO,55,[1001624],"[1000001, 1001624]","['NG-RO/osm_ng_ro/ns.py', 'RO-VIM-openstack/osm_rovim_openstack/vimconn_openstack.py', 'releasenotes/notes/fix_bug_1802-3b91c88af8fc6ba8.yaml']",Fix bug 1802 - adding ephemeral disks,closed
1002455,osm/tests,33,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['conformance-tests/run_conformance_tests.py'],Updated run_conformance_tests.py,closed
1001624,osm/RO,55,[1001624],"[1000001, 1001624]","['NG-RO/osm_ng_ro/ns.py', 'RO-VIM-openstack/osm_rovim_openstack/vimconn_openstack.py', 'releasenotes/notes/fix_bug_1803-3b91c88af8fc6ba8.yaml']",Fix bug 1803 - adding ephemeral disks,closed
1002455,osm/tests,53,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]","['conformance-tests/test-lists/NSDManagement-API.txt', 'conformance-tests/test-lists/NSFaultManagement-API.txt', 'conformance-tests/test-lists/NSLifecycleManagement-API.txt', 'conformance-tests/test-lists/NSPerformanceManagement-API.txt', 'conformance-tests/test-lists/VNFPackageManagement-API.txt']",Updated robot variables,closed
1002455,osm/tests,19,[1002001],"[1000001, 1000057, 1000638, 1001609, 1001624, 1001625, 1001788, 1002001, 1002002, 1002083, 1002168, 1002172]",['conformance-tests/osm_client.py'],Updated OSM wrapper,closed
