Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
1000003,Unlegacy-Android/android_hardware_ti_omap4,14,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],omx_rpc: fix max OMX functions number,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,1,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],OMX_Core: Fix Leak in Case of Init Failure,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,2,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],OMX: osal: fix WritetoFrontPipe api logic,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,13,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],android-api: Add O MR1 and P defines,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,4,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],omap4: Allow scissor optimization with new DDK,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,2,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],SGX-BIN: srvkm: osfunc.c: Fix -Wstringop-truncation,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,28,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],libpower: Also initialize private module fields,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,1,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],board: Explicitly skip OMX buffer reallocation,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,6,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],"SGX-BIN: build: Adapt PLATFORM_{RELEASE,CODENAME} for O/P",new
1000003,Unlegacy-Android/android_hardware_ti_omap4,40,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],libpower: Make powerHAL compatible for passthrough HIDL design,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,2,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],common/omap4: Add keymaster and power HIDL implementations,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,4,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],common: Add required graphics HIDL implementations,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,5,"[1000002, 1000038, 1000037]","[1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],board/manifest: Copy a stub HIDL manifest via board flag,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,8,"[1000003, 1000002, 1000038, 1000037]","[1000003, 1000002, 1000038, 1000037]",['drivers/rpmsg/rpmsg_omx.c'],common: [O+] Copy vendor seccomp policy to /vendor,new
1000003,Unlegacy-Android/android_hardware_ti_omap4,9,"[1000003, 1000002, 1000038]","[1000002, 1000003, 1000037, 1000038]",['pvr-source/services4/srvkm/env/linux/ion.c'],SGX-KM: ion: skip ion_phys check on the system heap,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,137,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['common.mk', 'libcorkscrew/Android.mk', 'libcorkscrew/corkscrew.c', 'libcorkscrew/corkscrew.h']",common: Remove unneeded libcorkscrew,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,70,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/services4/system/omap/sgxfreq_on3demand.c'],SGX-KM: sgxfreq: on3demand: add usage polling after render,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,4,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/omap_android/Makefile'],SGX-BIN: omap_android/Makefile: Re-enable sgxfreq & governors,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,225,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['pvr-source/services4/3rdparty/dc_omapfb3_linux/omaplfb.h', 'pvr-source/services4/3rdparty/dc_omapfb3_linux/omaplfb_displayclass.c', 'pvr-source/services4/3rdparty/dc_omapfb3_linux/omaplfb_linux.c']",omaplfb: add back support for vram-based flip chain buffers,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,16,[1000038],"[1000002, 1000037, 1000038, 1000042]",['pvr-source/services4/srvkm/env/linux/ion.c'],SGX-BIN: Fix incorrect tiler page addresses on tiler2d allocations,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,23,[1000038],"[1000002, 1000003, 1000037, 1000038]","['pvr-source/services4/srvkm/bridged/bridged_pvr_bridge.c', 'pvr-source/services4/srvkm/env/linux/pvr_sync.c']",SGX-BIN: srvkm: Don't include linux/fcntl.h below K3.7,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,5,[1000038],"[1000002, 1000037, 1000038]","['pvr-source/eurasiacon/build/linux2/common/android/features.mk', 'pvr-source/eurasiacon/build/linux2/omap_android/Makefile']",SGX-BIN: build: Make DMABUF optional & enable ION,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,4,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/omap_android/Makefile'],SGX-BIN: build: Enable PVR error/fatal prints,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,6,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/omap_android/Makefile'],SGX-BIN: build: Makefile: fix am57xevm target typo,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,62,[1000038],"[1000002, 1000037, 1000038]","['pvr-source/eurasiacon/build/linux2/common/android/features.mk', 'pvr-source/eurasiacon/build/linux2/omap_android/Makefile', 'pvr-source/include4/pvrversion.h', 'pvr-source/services4/srvkm/devices/sgx/sgxutils.c', 'pvr-source/tools/intern/debug/dbgdriv/Kbuild.mk', 'pvr-source/tools/intern/debug/dbgdriv/common/dbgdriv_handle.c']",SGX-BIN: KM source update to 1.14@4081762 release,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,11,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/omap_android/Makefile'],SGX-BIN: build: Makefile: update target to pick am57xevm,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,84,[1000038],"[1000002, 1000037, 1000038]",['hwc/hal_public.h'],hwc: update hal_public.h to ddk1.14,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,52,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/common/android/platform_version.mk'],"SGX-BIN: build: android: Add fallback PLATFORM_{RELEASE,CODENAME}",closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,7086,[1000038],"[1000002, 1000037, 1000038]","['pvr-source/eurasiacon/build/linux2/buildvars.mk', 'pvr-source/eurasiacon/build/linux2/commands.mk', 'pvr-source/eurasiacon/build/linux2/common/android/arch_common.mk', 'pvr-source/eurasiacon/build/linux2/common/android/extra_config.mk', 'pvr-source/eurasiacon/build/linux2/common/android/features.mk', 'pvr-source/eurasiacon/build/linux2/common/android/paths.mk', 'pvr-source/eurasiacon/build/linux2/common/android/platform_version.mk', 'pvr-source/eurasiacon/build/linux2/common/apis/xorg.mk', 'pvr-source/eurasiacon/build/linux2/common/dridrm.mk', 'pvr-source/eurasiacon/build/linux2/common/xorg.mk', 'pvr-source/eurasiacon/build/linux2/common/xorg_test.mk', 'pvr-source/eurasiacon/build/linux2/config/core.mk', 'pvr-source/eurasiacon/build/linux2/defs.mk', 'pvr-source/eurasiacon/build/linux2/moduledefs.mk', 'pvr-source/eurasiacon/build/linux2/modules.mk', 'pvr-source/eurasiacon/build/linux2/omap_android/Makefile', 'pvr-source/eurasiacon/build/linux2/omap_linux/Makefile', 'pvr-source/eurasiacon/build/linux2/sunxi_android/Makefile', 'pvr-source/include4/img_defs.h', 'pvr-source/include4/pvr_debug.h', 'pvr-source/include4/pvrversion.h', 'pvr-source/include4/services.h', 'pvr-source/include4/servicesext.h', 'pvr-source/include4/sgxapi_km.h', 'pvr-source/services4/3rdparty/dc_nohw/dc_nohw_displayclass.c', 'pvr-source/services4/3rdparty/dc_omapfb3_linux/omaplfb_displayclass.c', 'pvr-source/services4/3rdparty/dc_omapfb3_linux/omaplfb_linux.c', 'pvr-source/services4/include/ion_sys_private.h', 'pvr-source/services4/include/kerneldisplay.h', 'pvr-source/services4/include/pvr_bridge.h', 'pvr-source/services4/include/pvr_bridge_km.h', 'pvr-source/services4/include/servicesint.h', 'pvr-source/services4/include/sgx_mkif_km.h', 'pvr-source/services4/include/sgx_ukernel_status_codes.h', 'pvr-source/services4/include/sgxinfo.h', 'pvr-source/services4/srvkm/bridged/bridged_pvr_bridge.c', 'pvr-source/services4/srvkm/bridged/sgx/bridged_sgx_bridge.c', 'pvr-source/services4/srvkm/common/buffer_manager.c', 'pvr-source/services4/srvkm/common/deviceclass.c', 'pvr-source/services4/srvkm/common/devicemem.c', 'pvr-source/services4/srvkm/common/handle.c', 'pvr-source/services4/srvkm/common/hash.c', 'pvr-source/services4/srvkm/common/pdump_common.c', 'pvr-source/services4/srvkm/common/pvrsrv.c', 'pvr-source/services4/srvkm/common/queue.c', 'pvr-source/services4/srvkm/common/ra.c', 'pvr-source/services4/srvkm/common/refcount.c', 'pvr-source/services4/srvkm/common/resman.c', 'pvr-source/services4/srvkm/devices/sgx/mmu.c', 'pvr-source/services4/srvkm/devices/sgx/sgxconfig.h', 'pvr-source/services4/srvkm/devices/sgx/sgxinfokm.h', 'pvr-source/services4/srvkm/devices/sgx/sgxinit.c', 'pvr-source/services4/srvkm/devices/sgx/sgxkick.c', 'pvr-source/services4/srvkm/devices/sgx/sgxpower.c', 'pvr-source/services4/srvkm/devices/sgx/sgxreset.c', 'pvr-source/services4/srvkm/devices/sgx/sgxtransfer.c', 'pvr-source/services4/srvkm/devices/sgx/sgxutils.c', 'pvr-source/services4/srvkm/env/linux/Kbuild.mk', 'pvr-source/services4/srvkm/env/linux/dmabuf.c', 'pvr-source/services4/srvkm/env/linux/dmabuf.h', 'pvr-source/services4/srvkm/env/linux/ion.c', 'pvr-source/services4/srvkm/env/linux/ion.h', 'pvr-source/services4/srvkm/env/linux/linkage.h', 'pvr-source/services4/srvkm/env/linux/lma_heap_ion.h', 'pvr-source/services4/srvkm/env/linux/mm.c', 'pvr-source/services4/srvkm/env/linux/mm.h', 'pvr-source/services4/srvkm/env/linux/mmap.c', 'pvr-source/services4/srvkm/env/linux/module.c', 'pvr-source/services4/srvkm/env/linux/mutils.c', 'pvr-source/services4/srvkm/env/linux/mutils.h', 'pvr-source/services4/srvkm/env/linux/osfunc.c', 'pvr-source/services4/srvkm/env/linux/osperproc.c', 'pvr-source/services4/srvkm/env/linux/pvr_debug.c', 'pvr-source/services4/srvkm/env/linux/pvr_drm.c', 'pvr-source/services4/srvkm/env/linux/pvr_drm.h', 'pvr-source/services4/srvkm/env/linux/pvr_linux_fence.c', 'pvr-source/services4/srvkm/env/linux/pvr_linux_fence.h', 'pvr-source/services4/srvkm/env/linux/pvr_sync.c', 'pvr-source/services4/srvkm/hwdefs/sgxdefs.h', 'pvr-source/services4/srvkm/hwdefs/sgxerrata.h', 'pvr-source/services4/srvkm/hwdefs/sgxfeaturedefs.h', 'pvr-source/services4/srvkm/include/buffer_manager.h', 'pvr-source/services4/srvkm/include/dmabuf_sync.h', 'pvr-source/services4/srvkm/include/ion_sync.h', 'pvr-source/services4/srvkm/include/osfunc.h', 'pvr-source/services4/srvkm/include/refcount.h', 'pvr-source/services4/srvkm/include/resman.h', 'pvr-source/services4/srvkm/include/srvkm.h', 'pvr-source/services4/system/omap/sgxfreq.c', 'pvr-source/services4/system/omap/sysconfig.h', 'pvr-source/services4/system/omap/syslocal.h', 'pvr-source/tools/intern/debug/dbgdriv/common/dbgdriv.c', 'pvr-source/tools/intern/debug/dbgdriv/common/dbgdriv.h', 'pvr-source/tools/intern/debug/dbgdriv/linux/main.c']",SGX-BIN: KM source update to 1.14@4001660 release,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,5939,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['hwc/Android.mk', 'hwc/display.c', 'hwc/display.h', 'hwc/dock_image.c', 'hwc/dock_image.h', 'hwc/hwc.c', 'hwc/hwc_dev.h', 'hwc/rgz_2d.c', 'hwc/rgz_2d.h', 'hwc/sw_vsync.c', 'hwc/sw_vsync.h', 'omap4.mk']",hwc: Use proprietary composer (remove open implementation),closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,2,"[1000002, 1000038]","[1000002, 1000037, 1000038]",['rootdir/init.omap4.rc'],init: Load pvrsrvkm before omaplfb for new DDK,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,45,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['domx/omx_proxy_component/omx_video_enc/src/omx_h264_enc/src/omx_proxy_h264enc.c', 'domx/omx_proxy_component/omx_video_enc/src/omx_h264_enc/src/omx_proxy_h264enc_secure.c', 'domx/omx_proxy_component/omx_video_enc/src/omx_h264svc_enc/src/omx_proxy_h264svcenc.c', 'domx/omx_proxy_component/omx_video_enc/src/omx_mpeg4_enc/src/omx_proxy_mpeg4enc.c', 'domx/omx_proxy_component/omx_video_enc/src/omx_vc1_enc/src/omx_proxy_vc1enc.c']",domx: encoders: Fix video & screen recording,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,5,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['domx/domx/omx_proxy_common/src/omx_proxy_common.c', 'kernel-headers/linux/rpmsg_omx.h']",domx/kernel-headers: Switch to new PVR API,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,104,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['camera/ANativeWindowDisplayAdapter.cpp', 'camera/AppCallbackNotifier.cpp', 'camera/BaseCameraAdapter.cpp', 'camera/BufferSourceAdapter.cpp', 'camera/CameraHalUtilClasses.cpp', 'camera/inc/BaseCameraAdapter.h', 'camera/inc/CameraHal.h']",CameraHAL: Enable Camera preview on KitKat,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,121,[1000038],"[1000002, 1000037, 1000038]","['hwc/Android.mk', 'hwc/hal_public.h']",hwc: sync hal_public.h with the DDK1.12 header,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,349,"[1000002, 1000038]","[1000002, 1000037, 1000038]","['common.mk', 'libEGL_POWERVR/Android.mk', 'libEGL_POWERVR/egl.c', 'libEGL_POWERVR/egl.h']",libEGL_POWERVR: Use vendor shim (remove open implementation),closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,26,[1000038],"[1000002, 1000037, 1000038]",['pvr-km.mk'],pvr-km: Adapt PVR_MODULES for newer DDK sources,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,4,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/omap_android/Makefile'],SGX-BIN: omap_android/Makefile: Re-enable the omaplfb module,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,4,[1000038],"[1000002, 1000037, 1000038]",['pvr-source/eurasiacon/build/linux2/omap_android/Makefile'],SGX-BIN: omap_android/Makefile: Stop interfering w/ CROSS_COMPILE,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,43,[1000038],"[1000002, 1000037, 1000038]","['pvr-source/eurasiacon/build/linux2/buildvars.mk', 'pvr-source/eurasiacon/build/linux2/commands.mk', 'pvr-source/eurasiacon/build/linux2/kbuild/kbuild.mk']",SGX-BIN: kbuild: Remove all the extra/problematic ccache handling,closed
1000003,Unlegacy-Android/android_hardware_ti_omap4,15,[1000038],"[1000002, 1000037, 1000038]","['pvr-source/eurasiacon/build/linux2/common/android/features.mk', 'pvr-source/eurasiacon/build/linux2/omap_android/Makefile', 'pvr-source/services4/srvkm/bridged/bridged_pvr_bridge.c']",SGX-BIN: features/pvr_bridge: Update KM sources for K4.4,closed
