Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
15334,openstack/nova,31,"[22348, 20733, 19234]","[22348, 20733, 19234]","['ansible/group_vars/all.yml', 'ansible/roles/aodh/defaults/main.yml', 'ansible/roles/barbican/defaults/main.yml', 'ansible/roles/blazar/defaults/main.yml', 'ansible/roles/ceph-rgw/defaults/main.yml', 'ansible/roles/cinder/defaults/main.yml', 'ansible/roles/cloudkitty/defaults/main.yml', 'ansible/roles/cyborg/defaults/main.yml', 'ansible/roles/designate/defaults/main.yml', 'ansible/roles/freezer/defaults/main.yml', 'ansible/roles/glance/defaults/main.yml', 'ansible/roles/gnocchi/defaults/main.yml', 'ansible/roles/heat/defaults/main.yml', 'ansible/roles/ironic/defaults/main.yml', 'ansible/roles/magnum/defaults/main.yml', 'ansible/roles/manila/defaults/main.yml', 'ansible/roles/masakari/defaults/main.yml', 'ansible/roles/mistral/defaults/main.yml', 'ansible/roles/monasca/defaults/main.yml', 'ansible/roles/murano/defaults/main.yml', 'ansible/roles/murano/tasks/import_library_packages.yml', 'ansible/roles/neutron/defaults/main.yml', 'ansible/roles/nova/defaults/main.yml', 'ansible/roles/octavia/defaults/main.yml', 'ansible/roles/placement/defaults/main.yml', 'ansible/roles/sahara/defaults/main.yml', 'ansible/roles/senlin/defaults/main.yml', 'ansible/roles/solum/defaults/main.yml', 'ansible/roles/swift/defaults/main.yml', 'ansible/roles/tacker/defaults/main.yml', 'ansible/roles/trove/defaults/main.yml', 'ansible/roles/vitrage/defaults/main.yml', 'ansible/roles/watcher/defaults/main.yml', 'ansible/roles/zun/defaults/main.yml', 'releasenotes/notes/drop-admin-endpoints-3d3467779e571a7e.yaml', 'specs/ansible-multi.rst']",tox: Install extras,new
7130,openstack/nova,54,"[22348, 20733, 7166, 6062, 4393, 32761, 7130, 28619, 17685, 10135]","[22348, 20733, 7166, 6062, 4393, 32761, 7130, 28619, 17685, 10135]","['ansible/group_vars/all.yml', 'ansible/roles/aodh/defaults/main.yml', 'ansible/roles/barbican/defaults/main.yml', 'ansible/roles/blazar/defaults/main.yml', 'ansible/roles/ceph-rgw/defaults/main.yml', 'ansible/roles/cinder/defaults/main.yml', 'ansible/roles/cloudkitty/defaults/main.yml', 'ansible/roles/cyborg/defaults/main.yml', 'ansible/roles/designate/defaults/main.yml', 'ansible/roles/freezer/defaults/main.yml', 'ansible/roles/glance/defaults/main.yml', 'ansible/roles/gnocchi/defaults/main.yml', 'ansible/roles/heat/defaults/main.yml', 'ansible/roles/ironic/defaults/main.yml', 'ansible/roles/magnum/defaults/main.yml', 'ansible/roles/manila/defaults/main.yml', 'ansible/roles/masakari/defaults/main.yml', 'ansible/roles/mistral/defaults/main.yml', 'ansible/roles/monasca/defaults/main.yml', 'ansible/roles/murano/defaults/main.yml', 'ansible/roles/murano/tasks/import_library_packages.yml', 'ansible/roles/neutron/defaults/main.yml', 'ansible/roles/nova/defaults/main.yml', 'ansible/roles/octavia/defaults/main.yml', 'ansible/roles/placement/defaults/main.yml', 'ansible/roles/sahara/defaults/main.yml', 'ansible/roles/senlin/defaults/main.yml', 'ansible/roles/solum/defaults/main.yml', 'ansible/roles/swift/defaults/main.yml', 'ansible/roles/tacker/defaults/main.yml', 'ansible/roles/trove/defaults/main.yml', 'ansible/roles/vitrage/defaults/main.yml', 'ansible/roles/watcher/defaults/main.yml', 'ansible/roles/zun/defaults/main.yml', 'releasenotes/notes/drop-admin-endpoints-3d3467779e571a7e.yaml', 'specs/ansible-multi.rst']",Ensure MAC addresses characters are in the same case,new
11975,openstack/neutron,2,"[22348, 6062, 8655, 32761, 1131, 16688]","[22348, 6062, 8655, 32761, 1131, 16688]","['ansible/group_vars/all.yml', 'ansible/roles/aodh/defaults/main.yml', 'ansible/roles/barbican/defaults/main.yml', 'ansible/roles/blazar/defaults/main.yml', 'ansible/roles/ceph-rgw/defaults/main.yml', 'ansible/roles/cinder/defaults/main.yml', 'ansible/roles/cloudkitty/defaults/main.yml', 'ansible/roles/cyborg/defaults/main.yml', 'ansible/roles/designate/defaults/main.yml', 'ansible/roles/freezer/defaults/main.yml', 'ansible/roles/glance/defaults/main.yml', 'ansible/roles/gnocchi/defaults/main.yml', 'ansible/roles/heat/defaults/main.yml', 'ansible/roles/ironic/defaults/main.yml', 'ansible/roles/magnum/defaults/main.yml', 'ansible/roles/manila/defaults/main.yml', 'ansible/roles/masakari/defaults/main.yml', 'ansible/roles/mistral/defaults/main.yml', 'ansible/roles/monasca/defaults/main.yml', 'ansible/roles/murano/defaults/main.yml', 'ansible/roles/murano/tasks/import_library_packages.yml', 'ansible/roles/neutron/defaults/main.yml', 'ansible/roles/nova/defaults/main.yml', 'ansible/roles/octavia/defaults/main.yml', 'ansible/roles/placement/defaults/main.yml', 'ansible/roles/sahara/defaults/main.yml', 'ansible/roles/senlin/defaults/main.yml', 'ansible/roles/solum/defaults/main.yml', 'ansible/roles/swift/defaults/main.yml', 'ansible/roles/tacker/defaults/main.yml', 'ansible/roles/trove/defaults/main.yml', 'ansible/roles/vitrage/defaults/main.yml', 'ansible/roles/watcher/defaults/main.yml', 'ansible/roles/zun/defaults/main.yml', 'releasenotes/notes/drop-admin-endpoints-3d3467779e571a7e.yaml', 'specs/ansible-multi.rst']",Fix call to the compile_ovn function from Devstack,new
28706,skyline/skyline-apiserver,1324,"[22348, 6282, 30906]","[22348, 6282, 30906]","['ansible/group_vars/all.yml', 'ansible/roles/aodh/defaults/main.yml', 'ansible/roles/barbican/defaults/main.yml', 'ansible/roles/blazar/defaults/main.yml', 'ansible/roles/ceph-rgw/defaults/main.yml', 'ansible/roles/cinder/defaults/main.yml', 'ansible/roles/cloudkitty/defaults/main.yml', 'ansible/roles/cyborg/defaults/main.yml', 'ansible/roles/designate/defaults/main.yml', 'ansible/roles/freezer/defaults/main.yml', 'ansible/roles/glance/defaults/main.yml', 'ansible/roles/gnocchi/defaults/main.yml', 'ansible/roles/heat/defaults/main.yml', 'ansible/roles/ironic/defaults/main.yml', 'ansible/roles/magnum/defaults/main.yml', 'ansible/roles/manila/defaults/main.yml', 'ansible/roles/masakari/defaults/main.yml', 'ansible/roles/mistral/defaults/main.yml', 'ansible/roles/monasca/defaults/main.yml', 'ansible/roles/murano/defaults/main.yml', 'ansible/roles/murano/tasks/import_library_packages.yml', 'ansible/roles/neutron/defaults/main.yml', 'ansible/roles/nova/defaults/main.yml', 'ansible/roles/octavia/defaults/main.yml', 'ansible/roles/placement/defaults/main.yml', 'ansible/roles/sahara/defaults/main.yml', 'ansible/roles/senlin/defaults/main.yml', 'ansible/roles/solum/defaults/main.yml', 'ansible/roles/swift/defaults/main.yml', 'ansible/roles/tacker/defaults/main.yml', 'ansible/roles/trove/defaults/main.yml', 'ansible/roles/vitrage/defaults/main.yml', 'ansible/roles/watcher/defaults/main.yml', 'ansible/roles/zun/defaults/main.yml', 'releasenotes/notes/drop-admin-endpoints-3d3467779e571a7e.yaml', 'specs/ansible-multi.rst']",refactor: Remove skyline-console submodule,new
33003,openstack/cyborg,36,"[23950, 26458, 31412]","[22348, 23950, 26458, 28748, 31412]","['cyborg/objects/ext_arq.py', 'cyborg/tests/unit/objects/test_extarq.py']",fix bug that missing context param,closed
27615,openstack/glance_store,59,[9303],"[9303, 22348]","['glance_store/_drivers/cinder.py', 'glance_store/tests/unit/test_cinder_store.py', 'glance_store/tests/unit/test_multistore_cinder.py', 'releasenotes/notes/fix-ip-in-connector-info-36b95d9959f10f63.yaml']",Pass valid IP address to os-brick,closed
28329,openstack/neutron,1546,"[22348, 5948, 26622, 15752, 28329, 9531, 9732, 9845, 16688]","[22348, 5948, 26622, 15752, 28329, 9531, 9732, 9845, 16688]","['glance_store/_drivers/cinder.py', 'glance_store/tests/unit/test_cinder_store.py', 'glance_store/tests/unit/test_multistore_cinder.py', 'releasenotes/notes/fix-ip-in-connector-info-36b95d9959f10f63.yaml']",[Agent Side] L3 router support ndp proxy,new
9816,openstack/puppet-tripleo,9,"[22348, 23181]","[22348, 23181]","['glance_store/_drivers/cinder.py', 'glance_store/tests/unit/test_cinder_store.py', 'glance_store/tests/unit/test_multistore_cinder.py', 'releasenotes/notes/fix-ip-in-connector-info-36b95d9959f10f63.yaml']",Enable policy rule management in nova-compute,new
28706,skyline/skyline-console,28,[28706],"[22348, 28706]","['skyline_console/__init__.py', 'skyline_console/__main__.py']",Add copyright for python files,closed
26458,openstack/sahara,28,[30077],"[22348, 30077, 33353]",['doc/source/user/quickstart.rst'],using code-block match console section to show the content,closed
26458,openstack/sahara,2,[30077],"[22348, 30077, 33353]",['doc/source/install/installation-guide.rst'],code-block replaces the soucecode in install docs section,closed
31280,openstack/manila-tempest-plugin,47,"[19262, 30407]","[19262, 22348, 30407]","['manila_tempest_tests/services/share/v2/json/shares_client.py', 'manila_tempest_tests/tests/api/admin/test_admin_actions.py', 'manila_tempest_tests/tests/api/test_shares_actions_negative.py']",Client support force extend share with v2.64,closed
34375,openstack/sahara-plugin-cdh,5,"[22348, 30077, 26458]","[22348, 30077, 26458]","['manila_tempest_tests/services/share/v2/json/shares_client.py', 'manila_tempest_tests/tests/api/admin/test_admin_actions.py', 'manila_tempest_tests/tests/api/test_shares_actions_negative.py']",Update python testing classifier,new
26458,openstack/sahara,3,[30077],"[22348, 30077, 33353]",['doc/source/install/dashboard-guide.rst'],code-block replaces sourcecode to clearly display the content,closed
32919,openstack/manila,44,"[22348, 20104, 30407, 29632, 30002, 16643]","[22348, 20104, 30407, 29632, 30002, 16643]",['doc/source/install/dashboard-guide.rst'],Add support of scheduler_hints in share replica create,new
32919,openstack/python-manilaclient,152,"[22348, 6413, 20104, 30407, 30002, 32594, 16643]","[22348, 6413, 20104, 30407, 30002, 32594, 16643]",['doc/source/install/dashboard-guide.rst'],Add 'share-network' option for share replica create.,new
34312,starlingx/config,9,"[22348, 29357, 32349, 31578]","[22348, 29357, 32349, 31578]",['doc/source/install/dashboard-guide.rst'],CPU isolation change code,new
32919,openstack/python-manilaclient,118,"[22348, 6413, 20104, 30407, 29632, 30002, 16643]","[22348, 6413, 20104, 30407, 29632, 30002, 16643]",['doc/source/install/dashboard-guide.rst'],Add --scheduler_hints to share replica create command,new
32919,openstack/manila,209,"[22348, 20104, 31721, 30407, 29632, 32594, 30002, 16643, 32291]","[22348, 20104, 31721, 30407, 29632, 32594, 30002, 16643, 32291]",['doc/source/install/dashboard-guide.rst'],OnlyHostFilter allows user to specify host during share create.,new
34340,openstack/neutron-dynamic-routing,2,"[22348, 13252, 16688]","[22348, 13252, 16688]",['doc/source/install/dashboard-guide.rst'],Use TOX_CONSTRAINTS_FILE,new
34340,openstack/kuryr-libnetwork,42,[22348],[22348],['doc/source/install/dashboard-guide.rst'],remove unicode from code,new
33492,openstack/tacker,63,"[22348, 33292, 25701, 32102, 17255, 31857, 31730]","[22348, 33292, 25701, 32102, 17255, 31857, 31730]",['doc/source/install/dashboard-guide.rst'],Fix some bugs related Kubernetes MgmtDriver,new
26776,openstack/designate-specs,4,[22623],"[22348, 22623, 26775, 27549, 29558]","['specs/kilo/validation-cleanup.rst', 'specs/liberty/zone-exists-event.rst']",Fixed typos in designate specs,closed
31412,openstack/venus,15,"[27565, 26458]","[22348, 26458, 27565, 30408]",['README.rst'],Completment readme doc,closed
31412,openstack/venus,12,"[27565, 26458]","[22348, 26458, 27565, 32577]","['venus/locale/venus-log-info.pot', 'venus/locale/venus-log-warning.pot', 'venus/locale/venus.pot']",Fix the project years,closed
31412,openstack/venus,22,"[27565, 26458]","[22348, 26458, 27565, 30408]",['venus/modules/search/action.py'],Fix the ut,closed
33455,openstack/tacker,438,"[22348, 25701, 33558, 32102, 17255, 31857]","[22348, 25701, 33558, 32102, 17255, 31857]",['venus/modules/search/action.py'],Fix LCM failure,new
33431,openstack/cinder,49,"[22348, 31721, 32266, 30615]","[22348, 31721, 32266, 30615]",['venus/modules/search/action.py'],NetApp ONTAP: Fix sub-clone zapi call,new
26458,openstack/sahara,6,[30077],"[22348, 30077, 33353]",['doc/source/user/plugins.rst'],change the code-block header of the docs,closed
30696,openstack/cinder,2,"[22348, 20813, 30615]","[22348, 20813, 30615]",['doc/source/user/plugins.rst'],Modify manner of retrieving volume_ref,new
34110,openstack/cinder,2,"[22348, 20813, 12670, 32761, 10459, 30615, 33431, 13425]","[22348, 20813, 12670, 32761, 10459, 30615, 33431, 13425]",['doc/source/user/plugins.rst'],DOC: Add cinder modules on initial configuration,new
31827,openstack/os-brick,1,"[8556, 22348, 30615]","[8556, 22348, 30615]",['doc/source/user/plugins.rst'],Update python testing classifier,new
9816,openstack/tripleo-heat-templates,1,"[22348, 23181, 6926, 7144, 14985, 27419, 11604, 10135]","[22348, 23181, 6926, 7144, 14985, 27419, 11604, 10135]",['doc/source/user/plugins.rst'],Neutron: Use internal endpoint when accessing Placement API,new
34340,openstack/neutron-vpnaas,4,[22348],[22348],['doc/source/user/plugins.rst'],Use TOX_CONSTRAINTS_FILE,new
8556,openstack/tempest,9,"[22348, 22873]","[22348, 22873]",['doc/source/user/plugins.rst'],Remove stable/train jobs from master gate,new
28609,openstack/designate-tempest-plugin,387,"[11628, 22348, 18894, 22623, 5572, 13252, 28609, 15025, 19298, 6994, 34067]","[11628, 22348, 18894, 22623, 5572, 13252, 28609, 15025, 19298, 6994, 34067]",['doc/source/user/plugins.rst'],New test cases for tsigkey tests suite,new
11975,openstack/neutron,6,"[32667, 21798, 16688]","[16688, 21798, 22348, 32667]",['neutron/services/logapi/logging_plugin.py'],[Stable only] Fix callback function arguments,closed
27329,x/tobiko,17,[27329],"[22348, 27329]",['tobiko/openstack/nova/_cloud_init.py'],Fix cuncurrency problem in wait_for_cloud_init_status function,closed
28619,openstack/openstack-ansible-os_nova,10,"[28619, 16011]","[16011, 22348, 28619]","['defaults/main.yml', 'releasenotes/notes/disable_nova_shell-214c72d31c4d50ec.yaml']",Disable shell for nova when tunneled migration not used,closed
4571,openstack/puppet-ironic,77,"[9816, 16137]","[9816, 11655, 12898, 14985, 16137, 22348]","['manifests/inspector.pp', 'manifests/pxe.pp', 'releasenotes/notes/deprecate_pxe_enable_ppc64le-5c39e50a2bc5f619.yaml', 'spec/classes/ironic_inspector_spec.rb', 'spec/classes/ironic_pxe_spec.rb']",Deprecate ironic::pxe::enable_ppc64le,closed
14985,openstack/ansible-role-collect-logs,10,[12393],"[9976, 12393, 22348, 23181]",['roles/collect_logs/defaults/main.yml'],Add chrony status capture,closed
11975,x/tobiko,10,[27329],"[22348, 27329]","['tobiko/openstack/topology/_neutron.py', 'tobiko/openstack/topology/config.py']",Make datetime format in log files to be configurable,closed
27329,x/tobiko,2,[27329],"[22348, 27329]",['zuul.d/project.yaml'],Let requirements-check job vote,closed
28619,openstack/ansible-role-pki,11,"[25023, 31542]","[22348, 25023, 31542]","['tasks/main_certs.yml', 'vars/main.yml']",Allow to provide conditions for certificates,closed
7634,openstack/placement,6,"[22348, 32238, 15334]","[22348, 32238, 15334]","['tasks/main_certs.yml', 'vars/main.yml']",Change minversion of tox to 3.18.0,new
8212,openstack/python-openstackclient,4,"[27900, 12932]","[8212, 12932, 22348, 27900]","['openstackclient/compute/v2/aggregate.py', 'openstackclient/tests/unit/compute/v2/test_aggregate.py', 'openstackclient/tests/unit/compute/v2/fakes.py']",Include hosts in aggregate list --long,closed
15334,openstack/python-openstackclient,110,[27900],"[22348, 27900]","['openstackclient/compute/v2/server.py', 'openstackclient/tests/unit/compute/v2/test_server.py']",compute: Fix weird option definition for 'server ssh',closed
34060,openstack/python-openstackclient,392,"[27900, 22348, 16708, 15334]","[27900, 22348, 16708, 15334]","['openstackclient/compute/v2/server.py', 'openstackclient/tests/unit/compute/v2/test_server.py']","Switch compute service list, delete and set to sdk.",new
15334,openstack/python-openstackclient,178,[27900],"[22348, 27900]","['openstackclient/compute/v2/server.py', 'openstackclient/tests/unit/compute/v2/fakes.py', 'openstackclient/tests/unit/compute/v2/test_server.py']",compute: Return information about fixed IP,closed
34060,openstack/python-openstackclient,273,"[27900, 15334]","[15334, 16708, 22348, 27900]","['openstackclient/compute/v2/server.py', 'openstackclient/tests/unit/compute/v2/test_server.py', 'releasenotes/notes/migrate-add-fixed-ip-to-sdk-3d932d77633bc765.yaml']",Switch add fixed IP to SDK,closed
7217,openstack/python-openstackclient,140,[27900],"[3, 970, 6482, 7217, 11904, 22348, 27900, 28522]","['openstackclient/compute/v2/server.py', 'releasenotes/notes/pass_ssh_args-cf26a2ce26ccddaf.yaml', 'openstackclient/tests/unit/compute/v2/test_server.py', 'doc/source/command-objects/server.rst', 'doc/source/cli/command-objects/server.rst']",compute: Pass through args to ssh,closed
28619,openstack/openstack-ansible-openstack_hosts,9,"[25023, 16011]","[16011, 22348, 25023, 28619]","['vars/debian.yml', 'vars/redhat-8.yml', 'vars/ubuntu-18.04.yml', 'vars/ubuntu-20.04.yml']",Do not install virtualenv packages,closed
27900,openstack/openstacksdk,197,[27900],"[22348, 27900]","['openstack/cloud/_block_storage.py', 'openstack/tests/unit/cloud/test_caching.py', 'openstack/tests/unit/cloud/test_create_volume_snapshot.py', 'openstack/tests/unit/cloud/test_delete_volume_snapshot.py', 'openstack/tests/unit/cloud/test_image.py', 'openstack/tests/unit/cloud/test_volume.py', 'openstack/tests/unit/cloud/test_volume_access.py', 'openstack/tests/unit/cloud/test_volume_backups.py', 'openstack/tests/unit/fixtures/block-storage-version.json', 'openstack/tests/unit/fixtures/clouds/clouds.yaml', 'openstack/tests/unit/cloud/test_quotas.py']",Switch unittests for BS to use v3,closed
34041,openstack/openstacksdk,40,"[22348, 27900, 16708, 15334]","[22348, 27900, 16708, 15334]","['openstack/cloud/_block_storage.py', 'openstack/tests/unit/cloud/test_caching.py', 'openstack/tests/unit/cloud/test_create_volume_snapshot.py', 'openstack/tests/unit/cloud/test_delete_volume_snapshot.py', 'openstack/tests/unit/cloud/test_image.py', 'openstack/tests/unit/cloud/test_volume.py', 'openstack/tests/unit/cloud/test_volume_access.py', 'openstack/tests/unit/cloud/test_volume_backups.py', 'openstack/tests/unit/fixtures/block-storage-version.json', 'openstack/tests/unit/fixtures/clouds/clouds.yaml', 'openstack/tests/unit/cloud/test_quotas.py']",Add support for server dump create.,new
33945,openstack/openstacksdk,238,[27900],"[22348, 27900]",['openstack/object_store/v1/_proxy.py'],Object Store - reindentation of the docstrings,closed
8556,openstack/python-cyborgclient,3,"[28748, 26458, 31412, 29313]","[8556, 22348, 26458, 28748, 29313, 31412]","['setup.cfg', 'tox.ini']",Updating python testing classifier as per Yoga testing runtime,closed
26458,openstack/python-cyborgclient,2,"[23950, 26458, 31412]","[22348, 23950, 25738, 26458, 31412]",['requirements.txt'],bump openstacksdk >=0.46.0,closed
31412,openstack/venus,5,[26458],"[22348, 26458, 27565]",['venus/api/urlmap.py'],Drop python2 check,closed
31825,openstack/venus-tempest-plugin,2,[26458],"[22348, 26458]",['tox.ini'],Replace deprecated UPPER_CONSTRAINTS_FILE variable,closed
31412,openstack/venus,4,"[27565, 26458]","[22348, 26458, 27565]",['doc/source/contributor/contributing.rst'],Fix the wrong url for contribution,closed
25023,openstack/openstack-ansible-openstack_hosts,114,"[22348, 28619]","[22348, 28619]",['doc/source/contributor/contributing.rst'],Update supported operating systems for Yoga release,new
5263,opendev/system-config,4,[5263],"[5263, 22348]",['inventory/service/host_vars/lists.openstack.org.yaml'],Add a summit-programming-committee mailing list,closed
10969,openstack/tripleo-quickstart,2,[10969],"[10969, 22348, 23181]",['quickstart.sh'],Add messages about location of collections install,closed
28619,openstack/openstack-ansible-os_zun,13,[22348],[22348],['quickstart.sh'],Update Zun api-paste,new
5263,opendev/system-config,46,[5263],"[5263, 22348]",['inventory/service/host_vars/lists.openstack.org.yaml'],Retire defunct or unused foundation mailing lists,closed
5263,opendev/system-config,13,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move edge-computing ML to opendev Mailman site,closed
28619,openstack/ansible-role-python_venv_build,2,"[25023, 16011]","[16011, 22348, 25023]",['zuul.d/project.yaml'],Switch to LXC jobs,closed
28619,openstack/ansible-role-python_venv_build,12,"[25023, 16011]","[16011, 22348, 25023]","['defaults/main.yml', 'tasks/python_venv_install.yml', 'vars/main.yml']",Install python3-venv on destination hosts,closed
5263,opendev/system-config,13,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move summitsponsors ML to openinfra Mailman site,closed
28619,openstack/ansible-role-python_venv_build,20,"[25023, 16011]","[16011, 22348, 25023, 31542, 31749, 32666]",['tasks/main.yml'],Verify that wheels are built while running against multiple hosts,closed
28619,openstack/openstack-ansible-os_nova,10,"[25023, 16011, 31749]","[16011, 22348, 25023, 31749]","['defaults/main.yml', 'releasenotes/notes/disable_nova_shell-214c72d31c4d50ec.yaml']",Disable shell for nova when tunneled migration not used,closed
5263,opendev/system-config,9,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move marketing ML to openinfra Mailman site,closed
5263,opendev/system-config,9,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move goldmembers ML to openinfra Mailman site,closed
23851,openstack/ironic,37,[22348],[22348],"['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",[WIP] replace mkisofs with pycdlib,new
15435,starlingx/nfv,2007,"[22348, 15435]","[22348, 15435]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Refactor kube_rootca_update strategy steps into their own files,new
5263,opendev/system-config,9,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move foundation-board-confidential ML to openinfra,closed
32919,openstack/manila,141,"[22348, 6413, 20104, 30555, 30407, 29632, 30002, 32594, 16643]","[22348, 6413, 20104, 30555, 30407, 29632, 30002, 32594, 16643]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']","Add ""share-network"" option for replica create API.",new
5263,opendev/system-config,9,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move foundation-board ML to openinfra Mailman site,closed
5263,opendev/system-config,9,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move community ML to openinfra Mailman site,closed
32919,openstack/python-designateclient,7,"[22348, 11628, 22623, 20104, 32881, 28609]","[22348, 11628, 22623, 20104, 32881, 28609]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Add profiling support to designateclient,new
12393,openstack/puppet-pacemaker,25,"[14985, 8449]","[4571, 8297, 8449, 9816, 9976, 10969, 14985, 17823, 20778, 22348, 30002]","['bindep.txt', 'manifests/new/params.pp', 'manifests/params.pp', 'spec/classes/pacemaker_install_spec.rb', 'spec/unit/puppet/provider/pcmk_common_spec.rb', 'spec/unit/puppet/provider/cib-orig.xml']",Only install required/supported fence agents,closed
10969,openstack/tripleo-quickstart,2,"[9976, 10969, 13861]","[9976, 10969, 13861, 22348, 23181]",['quickstart.sh'],Fix syntax error in collection install,closed
5263,opendev/system-config,9,[5263],"[5263, 22348]","['inventory/service/host_vars/lists.openstack.org.yaml', 'playbooks/roles/mailman-site/templates/mailman_multihost.vhost.j2']",Move foundation ML to openinfra Mailman site,closed
31792,openstack/openstack-ansible-haproxy_server,7,"[25023, 28619]","[22348, 25023, 28619]",['doc/source/configure-haproxy.rst'],Describe in detail why external and internal keepalived ping addresses should be separated,closed
28619,openstack/openstack-ansible,10,"[25023, 28619]","[22348, 25023, 28619, 31749]",['doc/source/user/security/ssl-certificates.rst'],Update notes on how to enable TLS for VNC,closed
7130,openstack/nova,54,"[22348, 7130, 28619]","[22348, 7130, 28619]",['doc/source/user/security/ssl-certificates.rst'],Ensure MAC addresses characters are in the same case,new
7130,openstack/nova,54,"[22348, 7130, 28619]","[22348, 7130, 28619]",['doc/source/user/security/ssl-certificates.rst'],Ensure MAC addresses characters are in the same case,new
32919,openstack/manila-tempest-plugin,71,"[22348, 33038, 20104, 31721, 30407, 16643]","[22348, 33038, 20104, 31721, 30407, 16643]",['doc/source/user/security/ssl-certificates.rst'],Add tests for only_host scheduler hint.,new
15435,starlingx/distcloud,1257,"[9926, 28486]","[8768, 9926, 15435, 22348, 28439, 28486, 31954]","['distributedcloud/dcmanager/common/consts.py', 'distributedcloud/dcmanager/common/utils.py', 'distributedcloud/dcmanager/orchestrator/kube_upgrade_orch_thread.py', 'distributedcloud/dcmanager/orchestrator/states/kube/applying_vim_patch_strategy.py', 'distributedcloud/dcmanager/orchestrator/states/kube/creating_vim_kube_upgrade_strategy.py', 'distributedcloud/dcmanager/orchestrator/states/kube/creating_vim_patch_strategy.py', 'distributedcloud/dcmanager/orchestrator/states/kube/deleting_vim_patch_strategy.py', 'distributedcloud/dcmanager/orchestrator/states/kube/pre_check.py', 'distributedcloud/dcmanager/orchestrator/states/kube/updating_kube_patches.py', 'distributedcloud/dcmanager/orchestrator/sw_update_manager.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/fakes.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/kube/test_applying_vim_patch_strategy.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/kube/test_creating_vim_kube_upgrade_strategy.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/kube/test_creating_vim_patch_strategy.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/kube/test_deleting_vim_patch_strategy.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/kube/test_updating_patches.py', 'distributedcloud/dcmanager/tests/unit/orchestrator/states/kube/test_pre_check.py', 'distributedcloud/dcmanager/api/controllers/v1/sw_update_strategy.py']",DC kube upgrade robustness improvements,closed
