Author,Project/Subproject,Change_Size,Final Reviewers,All Reviewers,File Info,Subject,Status
1001266,openbmc/openbmc,538,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873, 1001264]","['meta-facebook/meta-bletchley/conf/machine/bletchley.conf', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/host-poweroff@.service', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/host-poweron@.service', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/motor-ctrl.sh', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/motor-init-calibration@.service', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/motor-init.sh', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/power-ctrl.sh', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/motor-ctrl_0.1.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/images/obmc-phosphor-image.bbappend', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/motor-ctrl', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/motor-init', 'meta-facebook/meta-bletchley/recipes-bletchley/motor-ctrl/files/power-ctrl', 'meta-facebook/meta-bletchley/recipes-phosphor/images/fb-bletchley-phosphor-image.inc']",meta-bletchley: Add services to control step motor,closed
1000000,openbmc/openbmc,23,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873]","['meta-facebook/meta-bletchley/recipes-phosphor/images/fb-bletchley-phosphor-image.inc', 'meta-facebook/recipes-phosphor/images/fb-phosphor-image.inc', 'meta-facebook/recipes-phosphor/images/obmc-phosphor-image.bbappend']",meta-facebook: add fb-phosphor-image.inc,closed
1000000,openbmc/openbmc,4,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873]",['meta-facebook/meta-bletchley/recipes-phosphor/network/phosphor-network_%.bbappend'],meta-bletchley: phosphor-network: use += style for append,closed
1000397,openbmc/phosphor-led-manager,39,[1000000],"[1000000, 1000014, 1000103, 1000873]","['fault-monitor/fru-fault-monitor.cpp', 'fault-monitor/fru-fault-monitor.hpp', 'fault-monitor/operational-status-monitor.cpp', 'fault-monitor/operational-status-monitor.hpp', 'lamptest.cpp', 'led-main.cpp', 'serialize.hpp']",Fix some warnings by cppcheck,closed
1000004,openbmc/openbmc,2,[1000004],"[1000000, 1000002, 1000004, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/leds/phosphor-led-manager.inc'],phosphor-led-manager: srcrev bump 23d5408ba8..db6d763891,closed
1000885,openbmc/bmcweb,77,"[1000276, 1000020, 1000873, 1000153]","[1000276, 1000020, 1000873, 1000153]",['meta-phosphor/recipes-phosphor/leds/phosphor-led-manager.inc'],WIP: chassis: Add resource link for Chassis,new
1000004,openbmc/openbmc,2,[1000004],"[1000000, 1000002, 1000004, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/state/phosphor-post-code-manager_git.bb'],phosphor-post-code-manager: srcrev bump de8d3a537f..f5e52db77c,closed
1000004,openbmc/openbmc,2,[1000004],"[1000000, 1000002, 1000004, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/webui/webui-vue_git.bb'],webui-vue: srcrev bump 00cb42b615..f4328edf86,closed
1000044,openbmc/bmcweb,2,[1000153],"[1000020, 1000153, 1000678, 1000873]",['http/http_connection.hpp'],http_connection: Fix loggedIn check and timeout,closed
1000004,openbmc/openbmc,2,[1000004],"[1000000, 1000002, 1000004, 1000153, 1000873]",['meta-phosphor/recipes-extended/sdbusplus/sdbusplus-rev.inc'],sdbusplus: srcrev bump e1353143b6..6adfe948ee,closed
1000678,openbmc/sdbusplus,207,[1000000],"[1000000, 1000044, 1000163, 1000188, 1000678, 1000873]","['example/get-all-properties.cpp', 'example/register-property.cpp']",Simplified code examples,closed
1000931,openbmc/webui-vue,37,"[1000932, 1000044, 1000396]","[1000020, 1000044, 1000281, 1000396, 1000641, 1000657, 1000873, 1000932]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",Remove hardcoded chassis in Manage power usage,closed
1000879,openbmc/openbmc,14,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: introduce obmc-yadro-hostpwrctl recipe,new
1000879,openbmc/openbmc,246,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: led-manager configuration,new
1000879,openbmc/openbmc,37,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: setup obmc-console,new
1000879,openbmc/openbmc,2,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: add smbios parser to the image,new
1000879,openbmc/openbmc,48,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: ipmi: enable hybrid-sensors,new
1000879,openbmc/openbmc,117,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: add snmp tools to the image,new
1000879,openbmc/openbmc,85,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: fix phosphor-watchdog work,new
1000879,openbmc/openbmc,150,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: add logging features,new
1000879,openbmc/openbmc,224,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: add IPMI configuration,new
1000879,openbmc/openbmc,4,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000873, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: add CLI tools to the image,new
1000879,openbmc/openbmc,77,"[1000002, 1000192, 1000000, 1000004, 1000219, 1000153]","[1000002, 1000192, 1000000, 1000004, 1000219, 1000153]","['src/store/modules/Control/PowerControlStore.js', 'src/store/modules/ResourceManagement/PowerControlStore.js', 'src/views/ResourceManagement/Power.vue']",meta-yadro: vegman: enable power control,new
1000903,openbmc/phosphor-post-code-manager,12,"[1000218, 1000206]","[1000206, 1000218, 1000873, 1000903]",['src/post_code.cpp'],Fix 'usTimeOffset' was not declared error,closed
1000416,openbmc/dbus-sensors,2,"[1000163, 1000418, 1000295, 1000166, 1000164, 1000873, 1000009, 1000168, 1000559, 1000269, 1000411, 1000410, 1000153, 1000479, 1000415, 1000412]","[1000163, 1000418, 1000295, 1000166, 1000164, 1000873, 1000009, 1000168, 1000559, 1000269, 1000411, 1000410, 1000153, 1000479, 1000415, 1000412]",['src/post_code.cpp'],ADCSensor: Fix for P3V3 sensor,new
1000397,openbmc/phosphor-led-manager,46,[1000000],"[1000000, 1000014, 1000397, 1000873]","['gen/README', 'gen/meson.build', 'gen/regenerate-meson', 'gen/run-ci', 'meson.build']",Fix sdbus++-gen-meson version warning,closed
1000153,openbmc/bmcweb,1380,[1000020],"[1000020, 1000153, 1000678, 1000873]","['include/hostname_monitor.hpp', 'include/image_upload.hpp', 'include/nbd_proxy.hpp', 'include/openbmc_dbus_rest.hpp', 'meson.build', 'redfish-core/include/event_service_manager.hpp', 'redfish-core/include/utils/fw_utils.hpp', 'redfish-core/lib/account_service.hpp', 'redfish-core/lib/certificate_service.hpp', 'redfish-core/lib/chassis.hpp', 'redfish-core/lib/ethernet.hpp', 'redfish-core/lib/hypervisor_system.hpp', 'redfish-core/lib/led.hpp', 'redfish-core/lib/log_services.hpp', 'redfish-core/lib/managers.hpp', 'redfish-core/lib/memory.hpp', 'redfish-core/lib/metric_report.hpp', 'redfish-core/lib/metric_report_definition.hpp', 'redfish-core/lib/network_protocol.hpp', 'redfish-core/lib/pcie.hpp', 'redfish-core/lib/power.hpp', 'redfish-core/lib/processor.hpp', 'redfish-core/lib/redfish_util.hpp', 'redfish-core/lib/roles.hpp', 'redfish-core/lib/sensors.hpp', 'redfish-core/lib/storage.hpp', 'redfish-core/lib/systems.hpp', 'redfish-core/lib/telemetry_service.hpp', 'redfish-core/lib/update_service.hpp', 'redfish-core/lib/virtual_media.hpp', 'http/routing.hpp']",Move to common variant,closed
1001264,openbmc/openbmc,94,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873]","['meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config/bletchley-ipmi-fru.yaml', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru/obmc/eeproms/system/chassis/bmc', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru_%.bbappend', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-host_%.bbappend']",meta-bletchley: read fru from eeprom and store to inventory area,closed
1000733,openbmc/dbus-sensors,58,"[1000163, 1000166, 1000153, 1000873, 1000009, 1000559]","[1000163, 1000166, 1000153, 1000873, 1000009, 1000559]","['meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config/bletchley-ipmi-fru.yaml', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru/obmc/eeproms/system/chassis/bmc', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru_%.bbappend', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-host_%.bbappend']",psusensor: optimize hwmon file read paths,new
1000733,openbmc/dbus-sensors,208,"[1000163, 1000166, 1001049, 1000153, 1000873, 1000009, 1000559]","[1000163, 1000166, 1001049, 1000153, 1000873, 1000009, 1000559]","['meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config/bletchley-ipmi-fru.yaml', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru/obmc/eeproms/system/chassis/bmc', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru_%.bbappend', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-host_%.bbappend']",psusensor: fix unnecessarily quadratic sensor-creation algorithm,new
1000559,openbmc/dbus-sensors,34,"[1000163, 1000166, 1001049, 1000873, 1000009, 1000153]","[1000163, 1000166, 1001049, 1000873, 1000009, 1000153]","['meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config/bletchley-ipmi-fru.yaml', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru/obmc/eeproms/system/chassis/bmc', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru_%.bbappend', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-host_%.bbappend']",Update README,new
1000107,openbmc/dbus-sensors,86,"[1000009, 1000873]","[1000009, 1000873]","['meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config/bletchley-ipmi-fru.yaml', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru/obmc/eeproms/system/chassis/bmc', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru_%.bbappend', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-host_%.bbappend']",Try again if there is file open error,new
1000904,openbmc/dbus-sensors,10,"[1000009, 1000873]","[1000009, 1000873]","['meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/configuration/bletchley-yaml-config/bletchley-ipmi-fru.yaml', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru/obmc/eeproms/system/chassis/bmc', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-fru_%.bbappend', 'meta-facebook/meta-bletchley/recipes-phosphor/ipmi/phosphor-ipmi-host_%.bbappend']",Update createSensors() of ADCSensor,new
1001264,openbmc/openbmc,13,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873]","['meta-facebook/meta-bletchley/recipes-phosphor/network/phosphor-network/config.json', 'meta-facebook/meta-bletchley/recipes-phosphor/network/phosphor-network_%.bbappend']",meta-bletchley: phosphor-network: enable sync-mac,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/users/phosphor-user-manager_git.bb'],phosphor-user-manager: srcrev bump ce89bfcd3b..b01e2fe760,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/interfaces/bmcweb_git.bb'],bmcweb: srcrev bump d1a648140e..b477fd4408,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/ipmi/phosphor-ipmi-host.inc'],phosphor-host-ipmid: srcrev bump e39ba9930b..0ce6a5771d,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/webui/webui-vue_git.bb'],webui-vue: srcrev bump 799bcd3fb4..00cb42b615,closed
1000907,openbmc/bmcweb,34,"[1000418, 1000153, 1000168]","[1000020, 1000153, 1000168, 1000269, 1000418, 1000873, 1000907]",['redfish-core/lib/account_service.hpp'],Enable encoding/decoding object paths of User Name,closed
1000907,openbmc/phosphor-host-ipmid,31,"[1000418, 1000005, 1000168]","[1000005, 1000163, 1000168, 1000418, 1000873, 1000907]",['user_channel/user_mgmt.cpp'],Enable encoding/decoding object paths,closed
1000907,openbmc/phosphor-user-manager,18,[1000168],"[1000022, 1000168, 1000418, 1000873, 1000907]","['test/user_mgr_test.cpp', 'user_mgr.cpp', 'users.cpp', 'users.hpp']",Enable encoding object paths of User Name,closed
1001093,openbmc/openbmc,147,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000223, 1000546, 1000866, 1000869, 1000873]","['meta-facebook/recipes-phosphor/datetime/phosphor-time-manager/bmc-set-time.service', 'meta-facebook/recipes-phosphor/datetime/phosphor-time-manager/set-bmc-time-from-host.sh', 'meta-facebook/recipes-phosphor/datetime/phosphor-time-manager_%.bbappend', 'meta-facebook/recipes-phosphor/datetime/phosphor-time-manager/set-bmc-time-from-host', 'meta-facebook/recipes-phosphor/datetime/phosphor-time-manager/setBmcTimeFromHost.sh', 'meta-facebook/recipes-phosphor/datetime/phosphor-time-manager/SetTimeBmc.sh']",sync bmc time from ipmb host,closed
1000416,openbmc/intel-ipmi-oem,68,"[1000418, 1000269]","[1000163, 1000164, 1000168, 1000269, 1000278, 1000295, 1000410, 1000411, 1000412, 1000415, 1000416, 1000418, 1000479, 1000873, 1001151]",['src/oemcommands.cpp'],Add HSC version support for get OEMdevice info cmd,closed
1001233,openbmc/webui-vue,5,"[1001314, 1000641, 1000396]","[1000020, 1000396, 1000641, 1000873, 1001314]",['src/components/AppHeader/AppHeader.vue'],Fixed routerKey prop eslint warning,closed
1001233,openbmc/webui-vue,14,"[1001011, 1000641, 1000396]","[1000020, 1000396, 1000641, 1000873, 1001011]",['src/views/Settings/DateTime/DateTime.vue'],Fixed empty string in NTP server array,closed
1000153,openbmc/bmcweb,14,"[1000020, 1000873]","[1000020, 1000873]",['src/views/Settings/DateTime/DateTime.vue'],RFC: Add std::monostate to dbus variant,new
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/health/phosphor-health-monitor_git.bb'],phosphor-health-monitor: srcrev bump 9d29b378d3..a6cd704bda,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/users/phosphor-user-manager_git.bb'],phosphor-user-manager: srcrev bump ce4e1aa087..ce89bfcd3b,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/power/phosphor-power.inc'],phosphor-power: srcrev bump 391a069004..925c0263d0,closed
1001183,openbmc/openbmc,123,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873, 1001264]","['meta-facebook/meta-bletchley/recipes-bletchley/plat-svc/files/sys-init.service', 'meta-facebook/meta-bletchley/recipes-bletchley/plat-svc/files/sys_init.sh', 'meta-facebook/meta-bletchley/recipes-bletchley/plat-svc/plat-svc_0.1.bb', 'meta-facebook/meta-bletchley/recipes-phosphor/images/obmc-phosphor-image.bbappend', 'meta-facebook/meta-bletchley/recipes-bletchley/plat-svc/files/bletchley-early-sys-init', 'meta-facebook/meta-bletchley/recipes-bletchley/plat-svc/files/bletchley-sys-init.service']",meta-bletchley: Add init service to setup system,closed
1000926,openbmc/phosphor-health-monitor,55,[1000000],"[1000000, 1000271, 1000873]","['healthMonitor.cpp', 'healthMonitor.hpp']",Set unset threshold values to NaN,closed
1001264,openbmc/openbmc,5,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873]",['meta-facebook/meta-bletchley/conf/machine/bletchley.conf'],meta-bletchley: enable bletchley dts,closed
1001252,openbmc/phosphor-user-manager,8,[1000168],"[1000022, 1000168, 1000873, 1001252]",['user_mgr.cpp'],Set expiry date to 1970-01-01 to disable account,closed
1000085,openbmc/phosphor-power,2,"[1000387, 1000331]","[1000008, 1000331, 1000387, 1000873]",['phosphor-power-supply/power_supply.hpp'],psu-ng: Change pgoodFault type to size_t,closed
1001264,openbmc/openbmc,3,[1000000],"[1000000, 1000002, 1000004, 1000153, 1000212, 1000873]",['meta-facebook/meta-bletchley/recipes-kernel/linux/linux-aspeed/bletchley.cfg'],meta-bletchley: kernel: enable SPI_GPIO config,closed
1000004,openbmc/openbmc,2,[1000000],"[1000000, 1000002, 1000153, 1000873]",['meta-phosphor/recipes-phosphor/sensors/phosphor-virtual-sensor_git.bb'],phosphor-virtual-sensor: srcrev bump 05b1d41788..190e4bf8a4,closed
1001264,openbmc/openbmc,10,"[1000000, 1000013]","[1000000, 1000002, 1000004, 1000013, 1000153, 1000873]","['meta-security/meta-tpm/recipes-kernel/linux/linux-aspeed/tpm2.cfg', 'meta-security/meta-tpm/recipes-kernel/linux/linux-aspeed/tpm2.scc', 'meta-security/meta-tpm/recipes-kernel/linux/linux-aspeed_%.bbappend', 'meta-security/meta-tpm/recipes-kernel/linux/linux-aspeed_tpm.inc', 'meta-aspeed/recipes-kernel/linux/linux-aspeed/tpm/tpm2.cfg', 'meta-aspeed/recipes-kernel/linux/linux-aspeed/tpm/tpm2.scc', 'meta-aspeed/recipes-kernel/linux/linux-aspeed_git.bb', 'meta-aspeed/recipes-kernel/linux/linux-aspeed_tpm.inc', 'meta-aspeed/recipes-kernel/linux/linux-aspeed.inc']",meta-aspeed: Enable tpm2 kernel config,closed
1000940,openbmc/openbmc,77,"[1000974, 1000940]","[1000000, 1000002, 1000004, 1000153, 1000873, 1000940, 1000974]","['meta-ampere/meta-jade/recipes-phosphor/inventory/phosphor-inventory-manager/associations.json', 'meta-ampere/meta-jade/recipes-phosphor/packagegroups/packagegroup-obmc-apps.bbappend']",meta-ampere: mtjade: clean up phosphor-hwmon configs,closed
1000940,openbmc/openbmc,353,"[1000974, 1000940]","[1000000, 1000002, 1000004, 1000153, 1000873, 1000940, 1000974]","['meta-ampere/meta-jade/conf/machine/mtjade.conf', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-nvme/nvme_config.json', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-nvme_%.bbappend', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-virtual-sensor/virtual_sensor_config.json', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-virtual-sensor_%.bbappend']",meta-ampere: mtjade: support NVME Temperature,closed
1001183,openbmc/openbmc,203,"[1000002, 1001264, 1000000, 1000212, 1000004, 1000873, 1000153]","[1000002, 1001264, 1000000, 1000212, 1000004, 1000873, 1000153]","['meta-ampere/meta-jade/conf/machine/mtjade.conf', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-nvme/nvme_config.json', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-nvme_%.bbappend', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-virtual-sensor/virtual_sensor_config.json', 'meta-ampere/meta-jade/recipes-phosphor/sensors/phosphor-virtual-sensor_%.bbappend']",meta-bletchley: Add support for gpio monitor,new
1000018,openbmc/openbmc-test-automation,3,[1000018],"[1000018, 1000873]",['ipmi/test_ipmi_network_verificaton.robot'],Fix IPMI lan interface count loop,closed
1000997,openbmc/bmcweb,236,"[1000020, 1000331, 1000153, 1000873]","[1000020, 1000331, 1000153, 1000873]",['ipmi/test_ipmi_network_verificaton.robot'],Fix resource not found error for incorrect chassis of sensor,new
1000013,openbmc/openbmc,4,[1000013],"[1000000, 1000002, 1000004, 1000013, 1000153, 1000873]",['meta-aspeed/recipes-kernel/linux/linux-aspeed_git.bb'],linux-aspeed: Move to v5.15.10 stable release,closed
